t_ms,r,g,b
5433,144.584,136.846,121.850
5467,144.537,136.789,121.803
5500,143.945,135.268,121.356
5533,142.883,132.476,120.567
5567,141.610,129.090,119.627
5600,140.469,126.031,118.787
5633,139.754,124.090,118.266
5667,139.599,123.624,118.159
5700,139.938,124.464,118.418
5733,140.567,126.060,118.894
5767,141.254,127.801,119.415
5800,141.851,129.303,119.870
5833,142.342,130.542,120.243
5867,142.808,131.755,120.591
5900,143.331,133.181,120.972
5933,143.907,134.809,121.382
5967,144.403,136.269,121.726
6000,144.604,136.966,121.850
6033,144.323,136.371,121.620
6067,143.512,134.328,121.004
6100,142.312,131.205,120.109
6133,141.021,127.794,119.155
6167,139.979,125.013,118.388
6200,139.431,123.530,117.990
6233,139.440,123.519,118.004
6267,139.882,124.654,118.338
6300,140.524,126.325,118.820
6333,141.153,127.967,119.292
6367,141.665,129.315,119.673
6400,142.084,130.455,119.981
6433,142.509,131.661,120.285
6467,143.005,133.116,120.632
6500,143.529,134.694,120.992
6533,143.916,135.929,121.248
6567,143.950,136.213,121.244
6600,143.479,135.114,120.876
6633,142.517,132.643,120.155
6667,141.263,129.332,119.229
6700,140.041,126.051,118.334
6733,139.168,123.670,117.703
6767,138.832,122.704,117.469
6800,139.024,123.146,117.625
6833,139.570,124.538,118.040
6867,140.229,126.250,118.537
6900,140.818,127.796,118.978
6933,141.280,129.037,119.320
6967,141.678,130.153,119.607
7000,142.113,131.422,119.914
7033,142.627,132.946,120.271
7067,143.135,134.479,120.620
7100,143.446,135.481,120.825
7133,143.354,135.365,120.739
7167,142.751,133.823,120.288
7200,141.712,131.041,119.527
7233,140.485,127.690,118.638
7267,139.403,124.680,117.864
7300,138.749,122.789,117.407
7333,138.642,122.364,117.354
7367,139.011,123.224,117.647
7400,139.643,124.816,118.131
7433,140.307,126.526,118.632
7467,140.860,127.976,119.045
7500,141.292,129.151,119.363
7533,141.696,130.297,119.652
7567,142.168,131.667,119.984
7600,142.713,133.260,120.365
7633,143.206,134.715,120.708
7667,143.439,135.442,120.865
7700,143.225,134.912,120.703
7733,142.509,132.963,120.182
7767,141.424,129.954,119.402
7800,140.256,126.667,118.570
7833,139.332,124.006,117.922
7867,138.887,122.627,117.625
7900,138.973,122.697,117.715
7933,139.462,123.883,118.094
7967,140.123,125.577,118.593
8000,140.747,127.218,119.056
8033,141.237,128.550,119.414
8067,141.632,129.672,119.694
8100,142.039,130.867,119.976
8133,142.537,132.332,120.321
8167,143.089,133.946,120.706
8200,143.534,135.249,121.015
8233,143.656,135.631,121.095
8267,143.297,134.653,120.833
8300,142.459,132.318,120.231
8333,141.332,129.144,119.426
8367,140.225,125.991,118.641
8400,139.446,123.715,118.097
8433,139.174,122.826,117.921
8467,139.396,123.312,118.100
8500,139.941,124.718,118.507
8533,140.574,126.417,118.970
8567,141.121,127.935,119.362
8600,141.536,129.144,119.649
8633,141.895,130.237,119.890
8667,142.311,131.502,120.170
8700,142.831,133.047,120.526
8733,143.374,134.632,120.903
8767,143.748,135.712,121.162
8800,143.738,135.695,121.151
8833,143.228,134.263,120.785
8867,142.281,131.589,120.107
8900,141.132,128.333,119.288
8933,140.105,125.394,118.560
8967,139.474,123.543,118.119
9000,139.359,123.125,118.049
9033,139.688,123.962,118.295
9067,140.259,125.508,118.708
9100,140.849,127.160,119.128
9133,141.327,128.552,119.458
9167,141.697,129.680,119.706
9200,142.061,130.801,119.947
9233,142.522,132.176,120.260
9267,143.086,133.802,120.654
9300,143.628,135.320,121.038
9333,143.930,136.130,121.257
9367,143.795,135.693,121.167
9400,143.156,133.834,120.717
9433,142.134,130.901,119.995
9467,141.007,127.668,119.197
9500,140.095,125.029,118.554
9533,139.631,123.643,118.233
9567,139.672,123.678,118.272
9600,140.097,124.810,118.583
9633,140.686,126.441,119.005
9667,141.242,128.024,119.397
9700,141.682,129.314,119.699
9733,142.052,130.418,119.950
9767,142.465,131.627,120.236
9800,143.002,133.137,120.617
9833,143.622,134.823,121.066
9867,144.154,136.218,121.460
9900,144.372,136.700,121.634
9933,144.105,135.817,121.463
9967,143.344,133.562,120.936
10000,142.269,130.442,120.182
10033,141.185,127.313,119.419
10067,140.398,125.030,118.868
10100,140.093,124.108,118.659
10133,140.265,124.542,118.789
10167,140.754,125.889,119.141
10200,141.337,127.536,119.555
10233,141.850,129.018,119.915
10267,142.259,130.216,120.198
10300,142.641,131.327,120.465
10333,143.110,132.640,120.801
10367,143.709,134.257,121.238
10400,144.346,135.928,121.711
10433,144.816,137.098,122.072
10467,144.895,137.162,122.153
10500,144.454,135.788,121.860
10533,143.546,133.144,121.226
10567,142.404,129.885,120.419
10600,141.350,126.909,119.670
10633,140.666,124.994,119.181
10667,140.479,124.492,119.046
10700,140.731,125.239,119.220
10733,141.229,126.700,119.567
10767,141.763,128.283,119.937
10800,142.209,129.629,120.243
10833,142.575,130.739,120.493
10867,142.962,131.869,120.764
10900,143.465,133.271,121.128
10933,144.083,134.936,121.582
10967,144.676,136.490,122.026
11000,145.017,137.323,122.291
11033,144.896,136.884,122.223
11067,144.239,134.992,121.764
11100,143.165,131.990,120.996
11133,141.952,128.654,120.121
11167,140.927,125.887,119.374
11200,140.334,124.355,118.932
11233,140.241,124.240,118.846
11267,140.540,125.230,119.038
11300,141.022,126.737,119.361
11333,141.497,128.222,119.680
11367,141.883,129.442,119.937
11400,142.226,130.504,120.169
11433,142.633,131.690,120.456
11467,143.172,133.187,120.848
11500,143.792,134.859,121.305
11533,144.312,136.225,121.694
11567,144.492,136.655,121.838
11600,144.158,135.691,121.606
11633,143.299,133.322,120.988
11667,142.095,130.061,120.113
11700,140.862,126.769,119.207
11733,139.916,124.314,118.502
11767,139.453,123.221,118.142
11800,139.482,123.501,118.135
11833,139.852,124.718,118.373
11867,140.347,126.266,118.705
11900,140.807,127.684,119.016
11933,141.191,128.848,119.280
11967,141.572,129.949,119.550
12000,142.051,131.264,119.900
12033,142.661,132.885,120.352
12067,143.298,134.549,120.829
12100,143.748,135.692,121.172
12133,143.780,135.703,121.210
12167,143.265,134.251,120.845
12200,142.260,131.506,120.117
12233,141.007,128.132,119.201
12267,139.839,125.039,118.338
12300,139.050,123.016,117.745
12333,138.779,122.430,117.526
12367,138.976,123.122,117.646
12400,139.456,124.565,117.975
12433,140.008,126.167,118.363
12467,140.504,127.565,118.718
12500,140.944,128.751,119.041
12533,141.417,129.970,119.396
12567,142.007,131.463,119.844
12600,142.700,133.208,120.372
12633,143.348,134.822,120.868
12667,143.718,135.691,121.159
12700,143.601,135.262,121.092
12733,142.928,133.361,120.612
12767,141.825,130.338,119.812
12800,140.582,126.981,118.902
12833,139.538,124.205,118.132
12867,138.949,122.686,117.688
12900,138.891,122.616,117.631
12933,139.259,123.686,117.888
12967,139.844,125.309,118.308
13000,140.450,126.937,118.751
13033,140.987,128.320,119.153
13067,141.487,129.552,119.536
13100,142.045,130.904,119.968
13133,142.719,132.549,120.487
13167,143.448,134.344,121.046
13200,144.047,135.805,121.507
13233,144.278,136.300,121.694
13267,143.970,135.378,121.481
13300,143.123,133.036,120.867
13333,141.928,129.800,119.992
13367,140.712,126.541,119.096
13400,139.803,124.139,118.420
13433,139.403,123.126,118.115
13467,139.526,123.515,118.193
13500,140.016,124.870,118.544
13533,140.654,126.577,119.011
13567,141.267,128.164,119.467
13600,141.804,129.498,119.875
13633,142.324,130.755,120.276
13667,142.920,132.201,120.734
13700,143.612,133.922,121.261
13733,144.298,135.650,121.779
13767,144.763,136.824,122.129
13800,144.784,136.839,122.148
13833,144.241,135.375,121.748
13867,143.204,132.613,120.980
13900,141.926,129.228,120.031
13933,140.751,126.141,119.154
13967,139.978,124.150,118.571
14000,139.751,123.620,118.389
14033,140.015,124.392,118.570
14067,140.580,125.933,118.978
14100,141.224,127.638,119.451
14133,141.806,129.134,119.886
14167,142.315,130.400,120.273
14200,142.830,131.671,120.665
14233,143.428,133.182,121.117
14267,144.094,134.908,121.612
14300,144.683,136.472,122.045
14333,144.969,137.264,122.249
14367,144.754,136.746,122.080
14400,143.982,134.752,121.498
14433,142.791,131.647,120.607
14467,141.481,128.228,119.628
14500,140.397,125.416,118.815
14533,139.796,123.889,118.358
14567,139.752,123.836,118.313
14600,140.151,124.939,118.600
14633,140.775,126.601,119.058
14667,141.414,128.264,119.534
14700,141.968,129.664,119.953
14733,142.459,130.886,120.327
14767,142.977,132.196,120.720
14800,143.580,133.767,121.169
14833,144.210,135.461,121.630
14867,144.691,136.800,121.975
14900,144.797,137.165,122.039
14933,144.369,136.118,121.709
14967,143.418,133.667,120.995
15000,142.147,130.347,120.047
15033,140.885,127.036,119.109
15067,139.962,124.611,118.422
15100,139.576,123.604,118.135
15133,139.731,124.016,118.250
15167,140.262,125.401,118.647
15200,140.935,127.133,119.154
15233,141.569,128.730,119.636
15267,142.101,130.048,120.045
15300,142.588,131.259,120.419
15333,143.121,132.631,120.821
15367,143.728,134.252,121.269
15400,144.313,135.867,121.693
15433,144.675,136.923,121.947
15467,144.601,136.830,121.878
15500,143.984,135.277,121.411
15533,142.902,132.454,120.606
15567,141.610,129.041,119.651
15600,140.454,125.958,118.801
15633,139.726,123.995,118.271
15667,139.561,123.511,118.158
15700,139.892,124.335,118.414
15733,140.516,125.918,118.889
15767,141.201,127.648,119.411
15800,141.797,129.141,119.869
15833,142.290,130.374,120.248
15867,142.759,131.583,120.602
15900,143.287,133.008,120.992
15933,143.870,134.635,121.413
15967,144.373,136.097,121.768
16000,144.583,136.797,121.904
16033,144.313,136.207,121.687
16067,143.513,134.169,121.085
16100,142.324,131.051,120.205
16133,141.046,127.648,119.264
16167,140.016,124.875,118.513
16200,139.480,123.400,118.129
16233,139.502,123.398,118.157
16267,139.955,124.541,118.504
16300,140.609,126.220,118.999
16333,141.249,127.870,119.483
16367,141.770,129.226,119.876
16400,142.199,130.373,120.194
16433,142.631,131.586,120.506
16467,143.134,133.046,120.861
16500,143.664,134.629,121.227
16533,144.055,135.867,121.486
16567,144.091,136.155,121.486
16600,143.622,135.057,121.118
16633,142.659,132.587,120.396
16667,141.403,129.274,119.467
16700,140.176,125.992,118.568
16733,139.298,123.607,117.929
16767,138.955,122.636,117.687
16800,139.138,123.072,117.832
16833,139.672,124.457,118.235
16867,140.320,126.160,118.717
16900,140.895,127.696,119.142
16933,141.341,128.927,119.466
16967,141.722,130.030,119.734
17000,142.139,131.287,120.021
17033,142.634,132.797,120.356
17067,143.122,134.315,120.682
17100,143.411,135.302,120.863
17133,143.297,135.170,120.752
17167,142.671,133.612,120.274
17200,141.609,130.814,119.486
17233,140.358,127.447,118.570
17267,139.253,124.421,117.769
17300,138.575,122.514,117.285
17333,138.445,122.073,117.204
17367,138.790,122.918,117.470
17400,139.400,124.495,117.927
17433,140.043,126.192,118.402
17467,140.574,127.630,118.790
17500,140.987,128.794,119.083
17533,141.372,129.930,119.349
17567,141.826,131.292,119.659
17600,142.355,132.877,120.020
17633,142.835,134.328,120.345
17667,143.056,135.052,120.485
17700,142.831,134.520,120.308
17733,142.106,132.572,119.774
17767,141.015,129.566,118.984
17800,139.843,126.284,118.143
17833,138.918,123.630,117.488
17867,138.473,122.260,117.188
17900,138.563,122.342,117.277
17933,139.057,123.542,117.657
17967,139.726,125.253,118.159
18000,140.360,126.912,118.629
18033,140.863,128.266,118.995
18067,141.272,129.410,119.286
18100,141.697,130.631,119.582
18133,142.214,132.123,119.943
18167,142.789,133.766,120.345
18200,143.258,135.100,120.675
18233,143.405,135.515,120.777
18267,143.074,134.571,120.540
18300,142.265,132.271,119.964
18333,141.169,129.134,119.186
18367,140.094,126.019,118.430
18400,139.348,123.782,117.917
18433,139.110,122.932,117.772
18467,139.367,123.457,117.984
18500,139.947,124.902,118.425
18533,140.616,126.641,118.921
18567,141.198,128.198,119.346
18600,141.649,129.446,119.668
18633,142.043,130.577,119.943
18667,142.494,131.879,120.256
18700,143.048,133.460,120.645
18733,143.624,135.079,121.053
18767,144.029,136.192,121.344
18800,144.049,136.206,121.362
18833,143.567,134.801,121.023
18867,142.646,132.153,120.372
18900,141.521,128.921,119.577
18933,140.515,126.002,118.870
18967,139.903,124.168,118.449
19000,139.803,123.765,118.395
19033,140.145,124.612,118.655
19067,140.725,126.166,119.079
19100,141.322,127.821,119.506
19133,141.803,129.213,119.842
19167,142.172,130.336,120.091
19200,142.532,131.450,120.330
19233,142.985,132.812,120.637
19267,143.538,134.422,121.022
19300,144.064,135.919,121.393
19333,144.347,136.705,121.595
19367,144.189,136.238,121.485
19400,143.522,134.347,121.011
19433,142.470,131.377,120.261
19467,141.308,128.102,119.432
19500,140.358,125.418,118.754
19533,139.852,123.982,118.395
19567,139.848,123.965,118.392
19600,140.224,125.041,118.658
19633,140.761,126.612,119.032
19667,141.263,128.132,119.373
19700,141.645,129.356,119.622
19733,141.954,130.391,119.817
19767,142.305,131.529,120.044
19800,142.776,132.964,120.364
19833,143.328,134.575,120.750
19867,143.792,135.892,121.080
19900,143.939,136.294,121.188
19933,143.600,135.331,120.949
19967,142.767,132.993,120.354
20000,141.618,129.791,119.531
20033,140.460,126.579,118.699
20067,139.599,124.213,118.078
20100,139.220,123.208,117.799
20133,139.319,123.560,117.861
20167,139.735,124.825,118.144
20200,140.246,126.391,118.491
20233,140.689,127.793,118.784
20267,141.028,128.914,119.002
20300,141.343,129.949,119.206
20333,141.746,131.188,119.481
20367,142.281,132.735,119.859
20400,142.858,134.337,120.275
20433,143.271,135.441,120.582
20467,143.294,135.442,120.612
20500,142.801,134.009,120.269
20533,141.844,131.310,119.591
20567,140.656,127.998,118.742
20600,139.561,124.974,117.954
20633,138.839,123.015,117.430
20667,138.618,122.473,117.263
20700,138.838,123.184,117.409
20733,139.310,124.613,117.732
20767,139.821,126.169,118.082
20800,140.249,127.492,118.371
20833,140.600,128.583,118.609
20867,140.976,129.698,118.871
20900,141.473,131.090,119.229
20933,142.088,132.750,119.683
20967,142.682,134.303,120.129
21000,143.028,135.138,120.400
21033,142.915,134.706,120.341
21067,142.270,132.824,119.894
21100,141.211,129.837,119.142
21133,140.017,126.519,118.286
21167,139.013,123.773,117.560
21200,138.444,122.266,117.142
21233,138.379,122.179,117.083
21267,138.708,123.199,117.304
21300,139.221,124.740,117.658
21333,139.730,126.261,118.009
21367,140.152,127.519,118.301
21400,140.532,128.620,118.569
21433,140.977,129.848,118.893
21467,141.556,131.388,119.322
21500,142.216,133.104,119.818
21533,142.777,134.516,120.245
21567,142.998,134.992,120.428
21600,142.706,134.074,120.236
21633,141.887,131.752,119.656
21667,140.725,128.537,118.819
21700,139.531,125.291,117.950
21733,138.625,122.882,117.282
21767,138.200,121.834,116.956
21800,138.266,122.158,116.983
21833,138.672,123.417,117.253
21867,139.201,125.007,117.616
21900,139.692,126.464,117.955
21933,140.107,127.667,118.244
21967,140.516,128.803,118.538
22000,141.021,130.153,118.911
22033,141.654,131.805,119.382
22067,142.312,133.499,119.876
22100,142.781,134.669,120.234
22133,142.829,134.705,120.283
22167,142.328,133.276,119.927
22200,141.334,130.551,119.206
22233,140.089,127.194,118.293
22267,138.927,124.116,117.432
22300,138.141,122.105,116.838
22333,137.870,121.528,116.614
22367,138.066,122.227,116.728
22400,138.541,123.675,117.048
22433,139.086,125.279,117.424
22467,139.574,126.677,117.766
22500,140.003,127.861,118.073
22533,140.462,129.076,118.411
22567,141.037,130.562,118.840
22600,141.714,132.299,119.347
22633,142.344,133.903,119.820
22667,142.694,134.760,120.088
22700,142.556,134.319,119.995
22733,141.860,132.403,119.490
22767,140.735,129.365,118.663
22800,139.468,125.992,117.726
22833,138.400,123.198,116.928
22867,137.786,121.662,116.457
22900,137.704,121.573,116.372
22933,138.047,122.625,116.600
22967,138.607,124.229,116.993
23000,139.189,125.838,117.410
23033,139.702,127.203,117.785
23067,140.179,128.417,118.143
23100,140.716,129.751,118.550
23133,141.369,131.379,119.046
23167,142.078,133.158,119.583
23200,142.658,134.602,120.023
23233,142.871,135.083,120.191
23267,142.547,134.148,119.961
23300,141.684,131.793,119.331
23333,140.477,128.545,118.443
23367,139.249,125.277,117.535
23400,138.330,122.866,116.848
23433,137.923,121.846,116.534
23467,138.039,122.228,116.606
23500,138.525,123.578,116.953
23533,139.159,125.281,117.416
23567,139.771,126.866,117.872
23600,140.308,128.199,118.281
23633,140.830,129.455,118.685
23667,141.429,130.902,119.147
23700,142.126,132.625,119.680
23733,142.817,134.356,120.205
23767,143.290,135.534,120.564
23800,143.319,135.553,120.593
23833,142.785,134.093,120.204
23867,141.758,131.336,119.448
23900,140.490,127.957,118.512
23933,139.325,124.876,117.649
23967,138.564,122.890,117.080
24000,138.347,122.365,116.911
24033,138.623,123.143,117.107
24067,139.199,124.687,117.529
24100,139.853,126.396,118.015
24133,140.445,127.895,118.464
24167,140.963,129.163,118.864
24200,141.486,130.434,119.268
24233,142.091,131.944,119.730
24267,142.762,133.668,120.235
24300,143.355,135.227,120.675
24333,143.643,136.014,120.886
24367,143.429,135.487,120.721
24400,142.656,133.483,120.143
24433,141.461,130.366,119.252
24467,140.145,126.932,118.272
24500,139.054,124.103,117.456
24533,138.442,122.557,116.993
24567,138.385,122.482,116.940
24600,138.769,123.561,117.216
24633,139.374,125.196,117.660
24667,139.993,126.829,118.120
24700,140.523,128.196,118.520
24733,140.988,129.383,118.873
24767,141.478,130.656,119.241
24800,142.049,132.187,119.663
24833,142.646,133.838,120.095
24867,143.090,135.132,120.408
24900,143.157,135.450,120.437
24933,142.688,134.353,120.070
24967,141.694,131.851,119.317
25000,140.377,128.477,118.327
25033,139.068,125.111,117.345
25067,138.095,122.630,116.614
25100,137.659,121.564,116.279
25133,137.761,121.917,116.345
25167,138.239,123.242,116.692
25200,138.858,124.913,117.148
25233,139.436,126.448,117.578
25267,139.912,127.704,117.934
25300,140.343,128.853,118.255
25333,140.820,130.164,118.603
25367,141.371,131.724,118.997
25400,141.900,133.278,119.367
25433,142.206,134.276,119.568
25467,142.078,134.124,119.447
25500,141.408,132.514,118.929
25533,140.274,129.636,118.073
25567,138.932,126.171,117.069
25600,137.727,123.037,116.172
25633,136.954,121.026,115.596
25667,136.744,120.497,115.440
25700,137.034,121.278,115.656
25733,137.619,122.822,116.092
25767,138.268,124.515,116.579
25800,138.832,125.976,117.004
25833,139.295,127.180,117.353
25867,139.738,128.364,117.681
25900,140.244,129.768,118.048
25933,140.808,131.378,118.449
25967,141.296,132.827,118.787
26000,141.495,133.519,118.911
26033,141.218,132.925,118.686
26067,140.415,130.887,118.079
26100,139.227,127.775,117.198
26133,137.954,124.381,116.260
26167,136.933,121.621,115.515
26200,136.410,120.163,115.142
26233,136.449,120.184,115.185
26267,136.923,121.353,115.550
26300,137.602,123.063,116.067
26333,138.270,124.748,116.576
26367,138.823,126.142,116.998
26400,139.287,127.331,117.348
26433,139.759,128.589,117.695
26467,140.303,130.099,118.088
26500,140.877,131.733,118.495
26533,141.316,133.027,118.798
26567,141.402,133.372,118.843
26600,140.985,132.335,118.524
26633,140.076,129.927,117.852
26667,138.876,126.679,116.975
26700,137.707,123.463,116.128
26733,136.887,121.145,115.544
26767,136.603,120.243,115.357
26800,136.847,120.748,115.558
26833,137.442,122.203,116.017
26867,138.150,123.975,116.556
26900,138.786,125.581,117.037
26933,139.293,126.881,117.417
26967,139.733,128.053,117.740
27000,140.209,129.377,118.080
27033,140.761,130.953,118.468
27067,141.304,132.537,118.845
27100,141.648,133.586,119.076
27133,141.586,133.516,119.012
27167,141.010,132.016,118.580
27200,139.995,129.273,117.835
27233,138.789,125.960,116.960
27267,137.726,122.983,116.196
27300,137.086,121.123,115.747
27333,136.992,120.726,115.698
27367,137.370,121.611,115.993
27400,138.009,123.225,116.475
27433,138.677,124.954,116.972
27467,139.230,126.421,117.378
27500,139.660,127.609,117.686
27533,140.060,128.766,117.963
27567,140.525,130.144,118.281
27600,141.061,131.742,118.646
27633,141.543,133.200,118.971
27667,141.763,133.929,119.108
27700,141.534,133.397,118.923
27733,140.801,131.445,118.380
27767,139.698,128.431,117.576
27800,138.511,125.138,116.718
27833,137.567,122.468,116.043
27867,137.101,121.080,115.720
27900,137.166,121.139,115.782
27933,137.632,122.314,116.134
27967,138.271,123.995,116.606
28000,138.872,125.623,117.041
28033,139.340,126.942,117.372
28067,139.712,128.049,117.625
28100,140.097,129.231,117.882
28133,140.573,130.681,118.202
28167,141.105,132.281,118.562
28200,141.531,133.570,118.849
28233,141.633,133.938,118.908
28267,141.256,132.947,118.625
28300,140.402,130.598,118.005
28333,139.259,127.412,117.182
28367,138.137,124.247,116.381
28400,137.345,121.960,115.823
28433,137.061,121.060,115.635
28467,137.273,121.536,115.804
28500,137.809,122.931,116.202
28533,138.434,124.621,116.658
28567,138.974,126.131,117.043
28600,139.383,127.332,117.327
28633,139.738,128.417,117.565
28667,140.151,129.675,117.844
28700,140.669,131.214,118.200
28733,141.211,132.792,118.578
28767,141.584,133.865,118.840
28800,141.574,133.842,118.832
28833,141.065,132.402,118.470
28867,140.118,129.721,117.797
28900,138.971,126.458,116.984
28933,137.944,123.510,116.261
28967,137.314,121.651,115.825
29000,137.199,121.223,115.760
29033,137.528,122.048,116.012
29067,138.098,123.582,116.429
29100,138.686,125.221,116.852
29133,139.160,126.597,117.186
29167,139.526,127.707,117.435
29200,139.884,128.810,117.677
29233,140.337,130.163,117.989
29267,140.892,131.766,118.380
29300,141.421,133.258,118.760
29333,141.709,134.039,118.972
29367,141.558,133.571,118.872
29400,140.900,131.678,118.411
29433,139.857,128.709,117.675
29467,138.705,125.435,116.860
29500,137.766,122.755,116.198
29533,137.272,121.322,115.855
29567,137.280,121.309,115.869
29600,137.669,122.389,116.151
29633,138.219,123.966,116.542
29667,138.733,125.491,116.899
29700,139.128,126.720,117.165
29733,139.449,127.760,117.375
29767,139.811,128.902,117.618
29800,140.294,130.342,117.952
29833,140.856,131.957,118.351
29867,141.329,133.277,118.693
29900,141.484,133.681,118.812
29933,141.152,132.720,118.583
29967,140.324,130.383,117.996
