t_ms,r,g,b
16433,143.920,134.226,121.510
16467,144.376,135.558,121.830
16500,144.720,136.637,122.061
16533,144.827,137.108,122.114
16567,144.596,136.672,121.918
16600,143.992,135.218,121.453
16633,143.077,132.888,120.764
16667,141.994,130.062,119.960
16700,140.939,127.264,119.184
16733,140.104,125.014,118.575
16767,139.619,123.677,118.229
16800,139.524,123.377,118.170
16833,139.762,123.976,118.356
16867,140.209,125.156,118.690
16900,140.718,126.539,119.065
16933,141.175,127.826,119.395
16967,141.528,128.881,119.640
17000,141.793,129.751,119.813
17033,142.032,130.595,119.961
17067,142.312,131.579,120.133
17100,142.660,132.757,120.354
17133,143.042,134.014,120.602
17167,143.362,135.068,120.809
17200,143.495,135.564,120.888
17233,143.332,135.197,120.760
17267,142.826,133.842,120.392
17300,142.021,131.623,119.813
17333,141.044,128.905,119.113
17367,140.072,126.192,118.419
17400,139.284,123.993,117.856
17433,138.805,122.666,117.514
17467,138.676,122.336,117.418
17500,138.847,122.873,117.533
17533,139.206,123.972,117.778
17567,139.626,125.272,118.060
17600,140.009,126.492,118.313
17633,140.320,127.513,118.513
17667,140.588,128.394,118.685
17700,140.879,129.299,118.880
17733,141.260,130.391,119.149
17767,141.748,131.719,119.505
17800,142.295,133.150,119.912
17833,142.787,134.387,120.287
17867,143.081,135.054,120.522
17900,143.051,134.831,120.522
17933,142.639,133.581,120.242
17967,141.883,131.423,119.707
18000,140.912,128.722,119.007
18033,139.913,125.994,118.280
18067,139.078,123.759,117.665
18100,138.550,122.395,117.267
18133,138.388,122.044,117.133
18167,138.557,122.591,117.239
18200,138.955,123.741,117.518
18233,139.461,125.138,117.880
18267,139.972,126.497,118.254
18300,140.443,127.690,118.608
18333,140.887,128.759,118.951
18367,141.355,129.851,119.317
18400,141.891,131.110,119.736
18433,142.500,132.570,120.208
18467,143.123,134.087,120.686
18500,143.641,135.360,121.082
18533,143.915,136.016,121.292
18567,143.830,135.747,121.232
18600,143.343,134.430,120.872
18633,142.509,132.202,120.254
18667,141.475,129.447,119.489
18700,140.443,126.694,118.725
18733,139.615,124.473,118.113
18767,139.137,123.165,117.762
18800,139.061,122.906,117.712
18833,139.343,123.571,117.930
18867,139.867,124.850,118.330
18900,140.488,126.367,118.806
18933,141.091,127.821,119.271
18967,141.614,129.069,119.675
19000,142.061,130.143,120.021
19033,142.482,131.189,120.339
19067,142.926,132.357,120.665
19100,143.409,133.691,121.011
19133,143.889,135.065,121.347
19167,144.267,136.195,121.602
19200,144.419,136.728,121.691
19233,144.245,136.367,121.544
19267,143.711,135.000,121.139
19300,142.873,132.765,120.520
19333,141.872,130.038,119.789
19367,140.899,127.339,119.087
19400,140.139,125.179,118.546
19433,139.720,123.924,118.257
19467,139.676,123.690,118.242
19500,139.952,124.342,118.457
19533,140.422,125.559,118.807
19567,140.943,126.969,119.188
19600,141.406,128.274,119.517
19633,141.762,129.346,119.760
19667,142.034,130.234,119.934
19700,142.287,131.103,120.090
19733,142.591,132.120,120.281
19767,142.973,133.342,120.531
19800,143.398,134.650,120.818
19833,143.768,135.762,121.071
19867,143.951,136.314,121.196
19900,143.834,135.999,121.112
19933,143.367,134.687,120.780
19967,142.586,132.497,120.223
20000,141.618,129.791,119.531
20033,140.640,127.074,118.830
20067,139.831,124.855,118.245
20100,139.320,123.496,117.871
20133,139.151,123.126,117.737
20167,139.282,123.620,117.812
20200,139.604,124.679,118.021
20233,139.993,125.945,118.275
20267,140.356,127.139,118.510
20300,140.657,128.145,118.702
20333,140.923,129.016,118.876
20367,141.217,129.917,119.078
20400,141.601,131.005,119.354
20433,142.088,132.322,119.714
20467,142.625,133.733,120.116
20500,143.094,134.936,120.473
20533,143.350,135.553,120.676
20567,143.267,135.264,120.629
20600,142.790,133.935,120.290
20633,141.959,131.688,119.686
20667,140.908,128.894,118.915
20700,139.830,126.073,118.117
20733,138.923,123.750,117.436
20767,138.332,122.307,116.984
20800,138.118,121.888,116.806
20833,138.247,122.379,116.882
20867,138.617,123.482,117.138
20900,139.098,124.839,117.486
20933,139.588,126.159,117.847
20967,140.033,127.309,118.185
21000,140.445,128.327,118.504
21033,140.868,129.358,118.834
21067,141.348,130.543,119.205
21100,141.888,131.916,119.617
21133,142.432,133.337,120.024
21167,142.866,134.508,120.344
21200,143.055,135.063,120.478
21233,142.889,134.696,120.346
21267,142.331,133.292,119.923
21300,141.438,130.990,119.255
21333,140.360,128.175,118.453
21367,139.299,125.377,117.667
21400,138.453,123.123,117.044
21433,137.964,121.791,116.690
21467,137.881,121.511,116.638
21500,138.154,122.155,116.853
21533,138.661,123.406,117.244
21567,139.258,124.887,117.701
21600,139.825,126.295,118.135
21633,140.302,127.488,118.499
21667,140.698,128.501,118.796
21700,141.063,129.484,119.063
21733,141.454,130.592,119.340
21767,141.892,131.875,119.644
21800,142.338,133.210,119.948
21833,142.697,134.317,120.187
21867,142.846,134.844,120.274
21900,142.684,134.493,120.140
21933,142.174,133.148,119.760
21967,141.368,130.945,119.172
22000,140.402,128.254,118.476
22033,139.462,125.588,117.806
22067,138.728,123.458,117.289
22100,138.325,122.223,117.015
22133,138.288,122.000,117.004
22167,138.561,122.655,117.214
22200,139.022,123.870,117.552
22233,139.533,125.276,117.919
22267,139.988,126.582,118.236
22300,140.345,127.663,118.475
22333,140.629,128.574,118.657
22367,140.910,129.481,118.835
22400,141.256,130.552,119.062
22433,141.694,131.843,119.362
22467,142.186,133.230,119.709
22500,142.627,134.427,120.027
22533,142.883,135.066,120.218
22567,142.834,134.834,120.195
22600,142.426,133.596,119.914
22633,141.694,131.471,119.398
22667,140.762,128.817,118.734
22700,139.809,126.142,118.050
22733,139.019,123.958,117.476
22767,138.524,122.633,117.109
22800,138.374,122.298,116.985
22833,138.530,122.836,117.077
22867,138.888,123.947,117.312
22900,139.326,125.280,117.607
22933,139.750,126.553,117.894
22967,140.123,127.648,118.150
23000,140.468,128.617,118.394
23033,140.844,129.616,118.669
23067,141.307,130.799,119.015
23100,141.865,132.204,119.438
23133,142.460,133.691,119.891
23167,142.975,134.955,120.285
23200,143.262,135.618,120.511
23233,143.198,135.364,120.475
23267,142.731,134.060,120.139
23300,141.906,131.833,119.535
23333,140.863,129.060,118.764
23367,139.798,126.264,117.972
23400,138.912,123.975,117.308
23433,138.354,122.576,116.882
23467,138.183,122.211,116.742
23500,138.364,122.762,116.864
23533,138.788,123.930,117.172
23567,139.325,125.349,117.570
23600,139.863,126.725,117.977
23633,140.347,127.921,118.350
23667,140.783,128.969,118.690
23700,141.215,130.012,119.028
23733,141.689,131.195,119.391
23767,142.210,132.551,119.782
23800,142.725,133.945,120.161
23833,143.127,135.085,120.448
23867,143.285,135.608,120.551
23900,143.094,135.214,120.394
23933,142.519,133.791,119.956
23967,141.620,131.479,119.283
24000,140.545,128.663,118.486
24033,139.493,125.869,117.713
24067,138.661,123.622,117.107
24100,138.183,122.294,116.767
24133,138.105,122.011,116.724
24167,138.371,122.639,116.937
24200,138.857,123.859,117.311
24233,139.418,125.294,117.737
24267,139.934,126.640,118.126
24300,140.349,127.759,118.434
24333,140.676,128.690,118.669
24367,140.969,129.588,118.871
24400,141.292,130.614,119.086
24433,141.670,131.821,119.337
24467,142.065,133.090,119.598
24500,142.385,134.143,119.806
24533,142.506,134.626,119.873
24567,142.324,134.238,119.727
24600,141.797,132.861,119.339
24633,140.973,130.622,118.742
24667,139.984,127.890,118.031
24700,139.010,125.173,117.335
24733,138.229,122.979,116.781
24767,137.766,121.666,116.455
24800,137.658,121.355,116.382
24833,137.851,121.912,116.520
24867,138.228,123.025,116.783
24900,138.656,124.331,117.076
24933,139.035,125.544,117.325
24967,139.326,126.542,117.507
25000,139.557,127.384,117.644
25033,139.799,128.236,117.791
25067,140.119,129.266,118.000
25100,140.541,130.524,118.292
25133,141.021,131.885,118.634
25167,141.450,133.056,118.947
25200,141.690,133.666,119.129
25233,141.617,133.396,119.088
25267,141.173,132.111,118.778
25300,140.395,129.928,118.222
25333,139.408,127.208,117.508
25367,138.395,124.464,116.769
25400,137.544,122.209,116.138
25433,136.992,120.818,115.718
25467,136.794,120.429,115.550
25500,136.915,120.925,115.610
25533,137.254,122.012,115.830
25567,137.689,123.336,116.123
25600,138.123,124.616,116.422
25633,138.516,125.729,116.700
25667,138.887,126.721,116.970
25700,139.289,127.746,117.272
25733,139.774,128.951,117.640
25767,140.345,130.371,118.075
25800,140.945,131.864,118.531
25833,141.454,133.125,118.918
25867,141.727,133.779,119.128
25900,141.645,133.512,119.073
25933,141.161,132.197,118.717
25967,140.326,129.967,118.098
26000,139.282,127.200,117.322
26033,138.230,124.427,116.539
26067,137.373,122.176,115.899
26100,136.859,120.832,115.512
26133,136.745,120.533,115.423
26167,136.990,121.162,115.604
26200,137.484,122.411,115.975
26233,138.088,123.912,116.433
26267,138.687,125.363,116.895
26300,139.224,126.625,117.313
26333,139.700,127.728,117.686
26367,140.162,128.817,118.046
26400,140.657,130.037,118.422
26433,141.195,131.426,118.822
26467,141.728,132.854,119.210
26500,142.152,134.033,119.511
26533,142.341,134.605,119.636
26567,142.194,134.273,119.515
26600,141.676,132.924,119.126
26633,140.847,130.700,118.514
26667,139.853,127.981,117.788
26700,138.887,125.291,117.092
26733,138.140,123.147,116.562
26767,137.743,121.918,116.295
26800,137.736,121.723,116.315
26833,138.061,122.427,116.578
26867,138.593,123.709,116.989
26900,139.185,125.192,117.440
26933,139.724,126.576,117.843
26967,140.155,127.725,118.159
27000,140.495,128.685,118.400
27033,140.807,129.616,118.613
27067,141.155,130.681,118.847
27100,141.568,131.937,119.126
27133,142.011,133.265,119.429
27167,142.387,134.387,119.687
27200,142.571,134.943,119.812
27233,142.454,134.631,119.726
27267,141.989,133.325,119.395
27300,141.220,131.149,118.848
27333,140.272,128.466,118.175
27367,139.324,125.782,117.502
27400,138.554,123.604,116.956
27433,138.088,122.293,116.624
27467,137.964,121.971,116.534
27500,138.135,122.508,116.649
27533,138.488,123.600,116.887
27567,138.896,124.886,117.158
27600,139.261,126.085,117.394
27633,139.548,127.079,117.572
27667,139.785,127.924,117.716
27700,140.041,128.788,117.878
27733,140.380,129.832,118.109
27767,140.821,131.105,118.422
27800,141.316,132.475,118.781
27833,141.751,133.644,119.104
27867,141.982,134.238,119.281
27900,141.886,133.937,119.221
27933,141.403,132.603,118.876
27967,140.573,130.358,118.273
28000,139.523,127.564,117.502
28033,138.442,124.740,116.700
28067,137.523,122.405,116.008
28100,136.908,120.938,115.532
28133,136.656,120.480,115.316
28167,136.733,120.919,115.340
28200,137.039,121.959,115.534
28233,137.451,123.244,115.812
28267,137.867,124.490,116.101
28300,138.244,125.570,116.370
28333,138.594,126.525,116.628
28367,138.967,127.504,116.909
28400,139.410,128.652,117.245
28433,139.928,130.000,117.635
28467,140.460,131.407,118.032
28500,140.890,132.573,118.349
28533,141.079,133.125,118.483
28567,140.910,132.753,118.350
28600,140.343,131.337,117.919
28633,139.433,129.015,117.234
28667,138.326,126.168,116.405
28700,137.225,123.328,115.581
28733,136.332,121.025,114.913
28767,135.793,119.640,114.509
28800,135.662,119.308,114.411
28833,135.893,119.907,114.585
28867,136.370,121.125,114.947
28900,136.950,122.587,115.389
28933,137.517,123.991,115.824
28967,138.009,125.196,116.205
29000,138.431,126.232,116.531
29033,138.832,127.248,116.834
29067,139.261,128.391,117.151
29100,139.736,129.707,117.493
29133,140.212,131.069,117.829
29167,140.591,132.194,118.090
29200,140.750,132.728,118.189
29233,140.588,132.374,118.056
29267,140.071,131.020,117.670
29300,139.255,128.804,117.074
29333,138.282,126.102,116.372
29367,137.340,123.433,115.701
29400,136.615,121.310,115.195
29433,136.235,120.095,114.945
29467,136.236,119.908,114.973
29500,136.559,120.610,115.233
29533,137.079,121.882,115.632
29567,137.655,123.351,116.064
29600,138.174,124.719,116.446
29633,138.589,125.858,116.744
29667,138.922,126.816,116.975
29700,139.239,127.758,117.190
29733,139.608,128.851,117.441
29767,140.057,130.151,117.752
29800,140.549,131.539,118.100
29833,140.987,132.732,118.414
29867,141.239,133.367,118.602
29900,141.191,133.135,118.580
29933,140.792,131.907,118.308
29967,140.080,129.802,117.812
