t_ms,r,g,b
22167,139.227,123.290,117.788
22200,139.207,123.216,117.776
22233,139.301,123.510,117.837
22267,139.478,124.085,117.950
22300,139.704,124.840,118.091
22333,139.948,125.674,118.241
22367,140.187,126.504,118.385
22400,140.409,127.277,118.520
22433,140.615,127.975,118.648
22467,140.816,128.612,118.779
22500,141.027,129.227,118.927
22533,141.266,129.870,119.103
22567,141.547,130.586,119.315
22600,141.873,131.401,119.564
22633,142.234,132.309,119.839
22667,142.607,133.270,120.121
22700,142.959,134.206,120.380
22733,143.246,135.016,120.586
22767,143.425,135.587,120.705
22800,143.459,135.813,120.710
22833,143.323,135.613,120.585
22867,143.008,134.949,120.327
22900,142.526,133.830,119.947
22933,141.908,132.321,119.472
22967,141.203,130.534,118.940
23000,140.468,128.617,118.394
23033,139.765,126.730,117.879
23067,139.150,125.033,117.438
23100,138.668,123.658,117.099
23133,138.345,122.696,116.880
23167,138.189,122.188,116.783
23200,138.188,122.119,116.795
23233,138.313,122.431,116.893
23267,138.524,123.029,117.047
23300,138.782,123.804,117.226
23333,139.048,124.648,117.403
23367,139.295,125.475,117.562
23400,139.509,126.228,117.694
23433,139.692,126.892,117.804
23467,139.858,127.485,117.906
23500,140.030,128.050,118.019
23533,140.232,128.647,118.163
23567,140.486,129.327,118.353
23600,140.800,130.122,118.594
23633,141.169,131.030,118.882
23667,141.572,132.013,119.197
23700,141.972,132.991,119.509
23733,142.323,133.858,119.781
23767,142.575,134.495,119.975
23800,142.682,134.789,120.056
23833,142.611,134.650,119.999
23867,142.348,134.033,119.795
23900,141.900,132.945,119.451
23933,141.298,131.448,118.993
23967,140.590,129.657,118.459
24000,139.840,127.722,117.898
24033,139.115,125.813,117.363
24067,138.479,124.094,116.900
24100,137.983,122.706,116.549
24133,137.662,121.746,116.330
24167,137.524,121.258,116.250
24200,137.559,121.228,116.298
24233,137.736,121.594,116.447
24267,138.011,122.259,116.662
24300,138.336,123.105,116.906
24333,138.665,124.018,117.145
24367,138.965,124.902,117.353
24400,139.215,125.697,117.519
24433,139.413,126.383,117.641
24467,139.574,126.977,117.735
24500,139.723,127.527,117.821
24533,139.889,128.095,117.924
24567,140.100,128.741,118.067
24600,140.373,129.503,118.263
24633,140.710,130.389,118.513
24667,141.095,131.363,118.805
24700,141.495,132.351,119.112
24733,141.863,133.246,119.397
24767,142.147,133.927,119.618
24800,142.297,134.275,119.736
24833,142.272,134.194,119.719
24867,142.051,133.630,119.550
24900,141.633,132.585,119.231
24933,141.045,131.114,118.780
24967,140.332,129.330,118.235
25000,139.557,127.384,117.644
25033,138.793,125.448,117.062
25067,138.107,123.693,116.544
25100,137.560,122.266,116.134
25133,137.191,121.272,115.862
25167,137.019,120.762,115.741
25200,137.037,120.728,115.765
25233,137.218,121.111,115.910
25267,137.516,121.812,116.142
25300,137.881,122.711,116.420
25333,138.261,123.687,116.704
25367,138.615,124.639,116.961
25400,138.917,125.498,117.171
25433,139.156,126.237,117.329
25467,139.343,126.869,117.443
25500,139.501,127.439,117.531
25533,139.659,128.010,117.621
25567,139.849,128.646,117.738
25600,140.095,129.392,117.902
25633,140.405,130.261,118.120
25667,140.771,131.226,118.389
25700,141.167,132.219,118.687
25733,141.551,133.138,118.982
25767,141.872,133.864,119.236
25800,142.078,134.275,119.406
25833,142.125,134.273,119.458
25867,141.985,133.799,119.368
25900,141.652,132.843,119.130
25933,141.142,131.456,118.755
25967,140.495,129.744,118.273
26000,139.770,127.851,117.729
26033,139.036,125.950,117.177
26067,138.364,124.211,116.670
26100,137.816,122.787,116.258
26133,137.441,121.787,115.978
26167,137.261,121.271,115.849
26200,137.280,121.238,115.873
26233,137.473,121.634,116.032
26267,137.802,122.365,116.295
26300,138.215,123.311,116.622
26333,138.661,124.350,116.972
26367,139.092,125.376,117.307
26400,139.474,126.313,117.600
26433,139.793,127.127,117.838
26467,140.047,127.822,118.022
26500,140.256,128.438,118.164
26533,140.444,129.034,118.287
26567,140.643,129.672,118.415
26600,140.876,130.399,118.570
26633,141.158,131.232,118.764
26667,141.487,132.152,118.999
26700,141.843,133.097,119.262
26733,142.193,133.974,119.528
26767,142.491,134.668,119.763
26800,142.689,135.061,119.930
26833,142.744,135.057,119.994
26867,142.624,134.591,119.930
26900,142.318,133.653,119.724
26933,141.837,132.284,119.384
26967,141.212,130.581,118.930
27000,140.495,128.685,118.400
27033,139.750,126.760,117.842
27067,139.043,124.975,117.307
27100,138.439,123.481,116.845
27133,137.986,122.392,116.494
27167,137.714,121.770,116.279
27200,137.632,121.624,116.209
27233,137.726,121.907,116.274
27267,137.962,122.532,116.451
27300,138.295,123.386,116.705
27333,138.677,124.348,116.998
27367,139.061,125.314,117.292
27400,139.411,126.205,117.558
27433,139.704,126.981,117.778
27467,139.936,127.641,117.945
27500,140.116,128.216,118.066
27533,140.263,128.759,118.154
27567,140.404,129.326,118.230
27600,140.560,129.964,118.313
27633,140.746,130.689,118.417
27667,140.963,131.486,118.546
27700,141.198,132.300,118.693
27733,141.425,133.043,118.842
27767,141.607,133.610,118.966
27800,141.701,133.891,119.034
27833,141.671,133.792,119.018
27867,141.488,133.254,118.895
27900,141.140,132.265,118.651
27933,140.634,130.864,118.290
27967,139.997,129.142,117.828
28000,139.273,127.232,117.294
28033,138.519,125.291,116.730
28067,137.795,123.483,116.181
28100,137.160,121.953,115.690
28133,136.661,120.814,115.296
28167,136.330,120.129,115.024
28200,136.179,119.910,114.886
28233,136.199,120.118,114.879
28267,136.366,120.671,114.988
28300,136.642,121.465,115.185
28333,136.984,122.388,115.438
28367,137.351,123.336,115.716
28400,137.708,124.235,115.990
28433,138.033,125.044,116.240
28467,138.315,125.755,116.456
28500,138.558,126.396,116.639
28533,138.774,127.010,116.794
28567,138.981,127.648,116.934
28600,139.194,128.347,117.073
28633,139.424,129.122,117.218
28667,139.671,129.954,117.374
28700,139.923,130.790,117.535
28733,140.157,131.547,117.688
28767,140.343,132.125,117.812
28800,140.446,132.422,117.886
28833,140.436,132.352,117.886
28867,140.291,131.861,117.796
28900,140.002,130.939,117.606
28933,139.576,129.628,117.321
28967,139.040,128.017,116.954
29000,138.431,126.232,116.531
29033,137.800,124.426,116.085
29067,137.200,122.753,115.653
29100,136.681,121.350,115.273
29133,136.284,120.324,114.974
29167,136.037,119.735,114.780
29200,135.950,119.593,114.701
29233,136.018,119.861,114.736
29267,136.219,120.461,114.872
29300,136.523,121.297,115.091
29333,136.895,122.261,115.367
29367,137.299,123.259,115.675
29400,137.706,124.222,115.993
29433,138.097,125.110,116.303
29467,138.463,125.918,116.597
29500,138.803,126.669,116.870
29533,139.125,127.403,117.125
29567,139.440,128.161,117.366
29600,139.754,128.974,117.600
29633,140.072,129.849,117.827
29667,140.388,130.762,118.045
29700,140.685,131.655,118.245
29733,140.942,132.447,118.414
29767,141.129,133.039,118.535
29800,141.220,133.334,118.590
29833,141.189,133.254,118.563
29867,141.021,132.751,118.446
29900,140.717,131.825,118.236
29933,140.288,130.520,117.942
29967,139.763,128.929,117.582
