t_ms,r,g,b
8600,141.047,126.503,119.394
8633,141.397,127.570,119.628
8667,141.707,128.550,119.830
8700,141.969,129.399,119.998
8733,142.201,130.143,120.147
8767,142.438,130.864,120.307
8800,142.719,131.658,120.506
8833,143.071,132.594,120.764
8867,143.496,133.686,121.083
8900,143.966,134.869,121.439
8933,144.421,136.003,121.787
8967,144.785,136.896,122.067
9000,144.976,137.348,122.217
9033,144.929,137.197,122.187
9067,144.610,136.359,121.950
9100,144.029,134.859,121.515
9133,143.239,132.837,120.919
9167,142.329,130.522,120.232
9200,141.411,128.199,119.538
9233,140.598,126.152,118.921
9267,139.983,124.617,118.452
9300,139.624,123.734,118.177
9333,139.535,123.536,118.107
9367,139.688,123.944,118.221
9400,140.021,124.800,118.475
9433,140.458,125.907,118.808
9467,140.921,127.075,119.161
9500,141.350,128.161,119.489
9533,141.714,129.099,119.765
9567,142.009,129.895,119.984
9600,142.258,130.615,120.161
9633,142.493,131.351,120.321
9667,142.747,132.177,120.487
9700,143.034,133.119,120.673
9733,143.344,134.132,120.876
9767,143.644,135.098,121.074
9800,143.877,135.851,121.229
9833,143.985,136.209,121.300
9867,143.912,136.022,121.249
9900,143.632,135.213,121.056
9933,143.146,133.800,120.720
9967,142.496,131.909,120.269
10000,141.749,129.749,119.749
10033,140.995,127.582,119.221
10067,140.321,125.668,118.748
10100,139.803,124.222,118.379
10133,139.485,123.375,118.148
10167,139.378,123.154,118.063
10200,139.460,123.487,118.109
10233,139.685,124.230,118.255
10267,139.995,125.207,118.463
10300,140.336,126.250,118.696
10333,140.672,127.242,118.932
10367,140.989,128.131,119.161
10400,141.295,128.938,119.392
10433,141.616,129.730,119.641
10467,141.975,130.590,119.924
10500,142.391,131.579,120.251
10533,142.855,132.701,120.614
10567,143.335,133.886,120.985
10600,143.773,134.994,121.320
10633,144.097,135.841,121.563
10667,144.235,136.234,121.663
10700,144.132,136.022,121.579
10733,143.769,135.135,121.300
10767,143.163,133.609,120.841
10800,142.377,131.590,120.251
10833,141.504,129.311,119.601
10867,140.654,127.056,118.973
10900,139.933,125.102,118.447
10933,139.424,123.676,118.084
10967,139.174,122.906,117.916
11000,139.184,122.812,117.943
11033,139.416,123.305,118.133
11067,139.800,124.218,118.434
11100,140.256,125.352,118.782
11133,140.708,126.517,119.121
11167,141.103,127.579,119.409
11200,141.418,128.479,119.631
11233,141.664,129.237,119.795
11267,141.873,129.930,119.926
11300,142.090,130.660,120.061
11333,142.352,131.509,120.229
11367,142.678,132.505,120.447
11400,143.056,133.601,120.710
11433,143.444,134.672,120.988
11467,143.778,135.541,121.234
11500,143.983,136.014,121.395
11533,143.997,135.931,121.421
11567,143.778,135.202,121.281
11600,143.325,133.840,120.968
11633,142.675,131.969,120.508
11667,141.900,129.800,119.950
11700,141.095,127.601,119.362
11733,140.360,125.646,118.816
11767,139.781,124.160,118.377
11800,139.415,123.286,118.089
11833,139.284,123.060,117.969
11867,139.372,123.419,118.011
11900,139.633,124.219,118.183
11933,140.007,125.280,118.445
11967,140.433,126.428,118.754
12000,140.864,127.534,119.074
12033,141.273,128.535,119.386
12067,141.658,129.439,119.685
12100,142.032,130.304,119.979
12133,142.417,131.207,120.278
12167,142.827,132.208,120.591
12200,143.259,133.315,120.913
12233,143.688,134.466,121.225
12267,144.068,135.532,121.493
12300,144.339,136.341,121.676
12333,144.440,136.712,121.731
12367,144.327,136.504,121.630
12400,143.983,135.650,121.364
12433,143.430,134.188,120.951
12467,142.723,132.259,120.435
12500,141.948,130.089,119.877
12533,141.203,127.949,119.350
12567,140.583,126.106,118.921
12600,140.159,124.771,118.638
12633,139.967,124.067,118.526
12667,140.006,124.007,118.578
12700,140.236,124.502,118.764
12733,140.592,125.392,119.035
12767,141.002,126.483,119.336
12800,141.403,127.598,119.623
12833,141.753,128.616,119.866
12867,142.041,129.488,120.061
12900,142.284,130.242,120.223
12933,142.521,130.960,120.384
12967,142.795,131.743,120.577
13000,143.138,132.668,120.828
13033,143.559,133.754,121.144
13067,144.035,134.940,121.508
13100,144.511,136.091,121.878
13133,144.911,137.018,122.195
13167,145.154,137.519,122.398
13200,145.171,137.429,122.433
13233,144.923,136.659,122.269
13267,144.414,135.229,121.907
13300,143.689,133.270,121.378
13333,142.833,131.007,120.747
13367,141.954,128.719,120.092
13400,141.161,126.690,119.496
13433,140.549,125.155,119.031
13467,140.177,124.258,118.745
13500,140.067,124.036,118.655
13533,140.194,124.416,118.745
13567,140.505,125.248,118.976
13600,140.926,126.337,119.295
13633,141.386,127.500,119.646
13667,141.825,128.595,119.985
13700,142.210,129.552,120.283
13733,142.536,130.377,120.533
13767,142.818,131.130,120.745
13800,143.085,131.896,120.936
13833,143.361,132.743,121.125
13867,143.655,133.692,121.319
13900,143.955,134.693,121.512
13933,144.225,135.629,121.680
13967,144.411,136.333,121.789
14000,144.457,136.629,121.798
14033,144.315,136.372,121.678
14067,143.962,135.490,121.412
14100,143.408,134.009,121.008
14133,142.698,132.060,120.498
14167,141.907,129.855,119.932
14200,141.121,127.657,119.373
14233,140.430,125.725,118.881
14267,139.903,124.272,118.504
14300,139.581,123.422,118.269
14333,139.468,123.196,118.177
14367,139.537,123.517,118.209
14400,139.736,124.235,118.329
14433,140.004,125.172,118.494
14467,140.288,126.159,118.670
14500,140.553,127.081,118.834
14533,140.789,127.892,118.982
14567,141.012,128.616,119.127
14600,141.250,129.328,119.293
14633,141.538,130.119,119.504
14667,141.895,131.052,119.772
14700,142.319,132.136,120.094
14733,142.778,133.301,120.442
14767,143.210,134.406,120.769
14800,143.541,135.262,121.018
14833,143.693,135.672,121.130
14867,143.605,135.477,121.060
14900,143.250,134.602,120.789
14933,142.644,133.078,120.328
14967,141.845,131.048,119.724
15000,140.947,128.747,119.047
15033,140.061,126.458,118.382
15067,139.298,124.466,117.813
15100,138.748,123.001,117.407
15133,138.463,122.199,117.203
15167,138.451,122.085,117.206
15200,138.677,122.575,117.390
15233,139.075,123.506,117.703
15267,139.564,124.675,118.083
15300,140.066,125.893,118.470
15333,140.522,127.019,118.819
15367,140.905,127.988,119.107
15400,141.217,128.815,119.335
15433,141.485,129.570,119.525
15467,141.750,130.350,119.707
15500,142.048,131.236,119.908
15533,142.394,132.255,120.146
15567,142.782,133.363,120.418
15600,143.173,134.439,120.698
15633,143.509,135.312,120.946
15667,143.722,135.795,121.114
15700,143.754,135.732,121.157
15733,143.569,135.037,121.049
15767,143.165,133.726,120.785
15800,142.579,131.920,120.389
15833,141.881,129.829,119.907
15867,141.160,127.716,119.402
15900,140.509,125.845,118.940
15933,140.008,124.438,118.579
15967,139.708,123.630,118.356
16000,139.627,123.455,118.286
16033,139.746,123.845,118.359
16067,140.021,124.659,118.545
16100,140.395,125.720,118.807
16133,140.811,126.858,119.105
16167,141.227,127.949,119.412
16200,141.625,128.938,119.712
16233,142.006,129.838,120.008
16267,142.388,130.709,120.309
16300,142.793,131.632,120.629
16333,143.234,132.664,120.974
16367,143.706,133.809,121.336
16400,144.177,135.001,121.691
16433,144.595,136.104,121.998
16467,144.893,136.939,122.209
16500,145.007,137.321,122.277
16533,144.887,137.104,122.171
16567,144.518,136.222,121.879
16600,143.919,134.714,121.422
16633,143.152,132.723,120.847
16667,142.308,130.481,120.222
16700,141.492,128.267,119.624
16733,140.803,126.353,119.127
16767,140.319,124.956,118.786
16800,140.080,124.202,118.627
16833,140.085,124.105,118.647
16867,140.292,124.576,118.812
16900,140.634,125.449,119.070
16933,141.034,126.526,119.362
16967,141.421,127.626,119.636
17000,141.747,128.617,119.857
17033,141.998,129.450,120.017
17067,142.189,130.148,120.127
17100,142.356,130.793,120.219
17133,142.545,131.489,120.329
17167,142.794,132.317,120.487
17200,143.116,133.301,120.706
17233,143.495,134.388,120.974
17267,143.883,135.449,121.258
17300,144.209,136.299,121.503
17333,144.396,136.741,121.650
17367,144.374,136.609,121.647
17400,144.103,135.814,121.461
17433,143.582,134.370,121.088
17467,142.852,132.403,120.556
17500,141.991,130.132,119.920
17533,141.100,127.831,119.255
17567,140.286,125.779,118.639
17600,139.639,124.208,118.141
17633,139.222,123.263,117.810
17667,139.054,122.982,117.663
17700,139.120,123.299,117.692
17733,139.370,124.068,117.863
17767,139.738,125.103,118.129
17800,140.156,126.223,118.440
17833,140.572,127.294,118.756
17867,140.954,128.247,119.051
17900,141.296,129.088,119.319
17933,141.613,129.873,119.564
17967,141.925,130.684,119.802
18000,142.253,131.583,120.043
18033,142.599,132.583,120.289
18067,142.945,133.630,120.528
18100,143.250,134.602,120.731
18133,143.459,135.329,120.862
18167,143.514,135.635,120.881
18200,143.372,135.378,120.761
18233,143.014,134.492,120.490
18267,142.456,133.008,120.081
18300,141.750,131.062,119.574
18333,140.973,128.873,119.023
18367,140.219,126.707,118.494
18400,139.576,124.826,118.050
18433,139.115,123.439,117.738
18467,138.871,122.669,117.580
18500,138.845,122.531,117.575
18533,139.002,122.942,117.694
18567,139.283,123.745,117.895
18600,139.623,124.755,118.132
18633,139.964,125.801,118.363
18667,140.269,126.765,118.565
18700,140.528,127.602,118.736
18733,140.761,128.338,118.890
18767,141.002,129.055,119.057
18800,141.289,129.848,119.266
18833,141.650,130.787,119.537
18867,142.087,131.886,119.870
18900,142.570,133.079,120.242
18933,143.041,134.225,120.607
18967,143.423,135.134,120.905
19000,143.633,135.605,121.074
19033,143.607,135.475,121.064
19067,143.310,134.661,120.849
19100,142.752,133.188,120.435
19133,141.986,131.193,119.862
19167,141.101,128.908,119.198
19200,140.210,126.617,118.526
19233,139.423,124.603,117.932
19267,138.834,123.102,117.486
19300,138.502,122.256,117.233
19333,138.440,122.094,117.185
19367,138.619,122.540,117.321
19400,138.980,123.435,117.595
19433,139.443,124.581,117.948
19467,139.932,125.788,118.321
19500,140.387,126.915,118.668
19533,140.776,127.893,118.961
19567,141.096,128.730,119.197
19600,141.369,129.491,119.390
19633,141.628,130.268,119.564
19667,141.904,131.134,119.744
19700,142.213,132.117,119.944
19733,142.545,133.170,120.159
19767,142.865,134.177,120.367
19800,143.119,134.969,120.532
19833,143.246,135.366,120.613
19867,143.192,135.219,120.571
19900,142.930,134.448,120.385
19933,142.462,133.074,120.057
19967,141.828,131.220,119.612
20000,141.098,129.098,119.098
20033,140.360,126.968,118.576
20067,139.702,125.091,118.108
20100,139.199,123.681,117.744
20133,138.896,122.870,117.518
20167,138.804,122.684,117.437
20200,138.901,123.052,117.488
20233,139.141,123.829,117.639
20267,139.465,124.840,117.851
20300,139.820,125.916,118.090
20333,140.171,126.941,118.331
20367,140.502,127.863,118.566
20400,140.824,128.701,118.803
20433,141.159,129.525,119.058
20467,141.533,130.416,119.348
20500,141.964,131.435,119.683
20533,142.443,132.587,120.054
20567,142.939,133.800,120.434
20600,143.392,134.937,120.777
20633,143.732,135.811,121.030
20667,143.885,136.231,121.140
20700,143.799,136.045,121.067
20733,143.450,135.183,120.799
20767,142.861,133.680,120.352
20800,142.090,131.683,119.773
20833,141.232,129.425,119.136
20867,140.397,127.190,118.521
20900,139.690,125.255,118.007
20933,139.196,123.845,117.657
20967,138.959,123.091,117.501
21000,138.982,123.010,117.541
21033,139.225,123.513,117.743
21067,139.620,124.436,118.055
21100,140.086,125.577,118.414
21133,140.546,126.747,118.763
21167,140.948,127.811,119.061
21200,141.269,128.711,119.292
21233,141.518,129.465,119.463
21267,141.729,130.152,119.600
21300,141.946,130.873,119.739
21333,142.206,131.710,119.910
21367,142.528,132.691,120.129
21400,142.899,133.767,120.391
21433,143.278,134.816,120.666
21467,143.599,135.660,120.907
21500,143.790,136.104,121.061
21533,143.786,135.988,121.077
21567,143.547,135.223,120.924
21600,143.071,133.821,120.596
21633,142.394,131.905,120.118
21667,141.589,129.689,119.539
21700,140.751,127.439,118.927
21733,139.979,125.428,118.354
21767,139.361,123.883,117.886
21800,138.953,122.947,117.564
21833,138.776,122.655,117.409
21867,138.814,122.944,117.411
21900,139.023,123.671,117.541
21933,139.341,124.656,117.758
21967,139.709,125.725,118.019
22000,140.078,126.748,118.288
22033,140.423,127.664,118.546
22067,140.741,128.480,118.789
22100,141.045,129.254,119.023
22133,141.358,130.065,119.261
22167,141.693,130.972,119.509
22200,142.049,131.982,119.765
22233,142.401,133.035,120.009
22267,142.701,134.003,120.208
22300,142.891,134.712,120.319
22333,142.910,134.983,120.301
22367,142.715,134.674,120.127
22400,142.288,133.720,119.786
22433,141.651,132.158,119.298
22467,140.861,130.130,118.706
22500,140.003,127.861,118.073
22533,139.176,125.624,117.471
22567,138.474,123.685,116.967
22600,137.969,122.258,116.610
22633,137.699,121.463,116.425
22667,137.661,121.315,116.406
22700,137.816,121.726,116.523
22733,138.100,122.534,116.726
22767,138.441,123.548,116.962
22800,138.775,124.590,117.185
22833,139.062,125.539,117.369
22867,139.291,126.346,117.507
22900,139.479,127.041,117.615
22933,139.664,127.705,117.726
22967,139.891,128.440,117.873
23000,140.192,129.322,118.082
23033,140.576,130.371,118.361
23067,141.019,131.526,118.691
23100,141.467,132.653,119.032
23133,141.845,133.561,119.326
23167,142.072,134.051,119.509
23200,142.077,133.955,119.530
23233,141.824,133.187,119.357
23267,141.315,131.765,118.991
23300,140.596,129.821,118.464
23333,139.752,127.579,117.839
23367,138.890,125.320,117.195
23400,138.120,123.325,116.617
23433,137.536,121.831,116.174
23467,137.199,120.982,115.915
23500,137.127,120.813,115.856
23533,137.299,121.254,115.983
23567,137.659,122.150,116.256
23600,138.136,123.312,116.622
23633,138.654,124.550,117.024
23667,139.157,125.727,117.417
23700,139.610,126.771,117.774
23733,140.008,127.686,118.086
23767,140.366,128.534,118.364
23800,140.712,129.398,118.624
23833,141.069,130.347,118.885
23867,141.448,131.401,119.154
23900,141.835,132.510,119.423
23933,142.194,133.556,119.670
23967,142.471,134.372,119.858
24000,142.608,134.780,119.949
24033,142.558,134.637,119.911
24067,142.298,133.868,119.727
24100,141.837,132.502,119.406
24133,141.221,130.665,118.978
24167,140.521,128.573,118.495
24200,139.826,126.485,118.017
24233,139.224,124.663,117.604
24267,138.785,123.317,117.305
24300,138.548,122.571,117.145
24333,138.518,122.446,117.127
24367,138.666,122.864,117.230
24400,138.941,123.676,117.417
24433,139.282,124.702,117.647
24467,139.635,125.774,117.883
24500,139.964,126.775,118.103
24533,140.260,127.660,118.304
24567,140.537,128.453,118.498
24600,140.826,129.228,118.707
24633,141.159,130.075,118.956
24667,141.555,131.059,119.259
24700,142.013,132.186,119.609
24733,142.499,133.388,119.980
24767,142.954,134.524,120.326
24800,143.301,135.403,120.588
24833,143.463,135.828,120.707
24867,143.379,135.643,120.639
24900,143.023,134.770,120.363
24933,142.409,133.240,119.893
24967,141.596,131.198,119.274
25000,140.677,128.877,118.577
25033,139.765,126.562,117.887
25067,138.971,124.537,117.287
25100,138.384,123.032,116.846
25133,138.056,122.184,116.601
25167,137.997,122.017,116.559
25200,138.170,122.448,116.692
25233,138.510,123.314,116.951
25267,138.937,124.413,117.273
25300,139.372,125.555,117.598
25333,139.758,126.601,117.881
25367,140.066,127.485,118.100
25400,140.300,128.222,118.257
25433,140.488,128.883,118.372
25467,140.669,129.566,118.477
25500,140.880,130.352,118.600
25533,141.139,131.267,118.757
25567,141.437,132.269,118.946
25600,141.736,133.237,119.143
25633,141.980,134.000,119.308
25667,142.100,134.372,119.391
25700,142.038,134.197,119.351
25733,141.759,133.390,119.158
25767,141.262,131.967,118.811
25800,140.584,130.049,118.332
25833,139.795,127.846,117.769
25867,138.983,125.622,117.184
25900,138.244,123.643,116.644
25933,137.657,122.128,116.207
25967,137.273,121.215,115.910
26000,137.110,120.938,115.769
26033,137.150,121.228,115.773
26067,137.350,121.946,115.894
26100,137.650,122.913,116.093
26133,137.997,123.961,116.333
26167,138.348,124.966,116.584
26200,138.684,125.874,116.833
26233,139.007,126.696,117.081
26267,139.336,127.494,117.338
26300,139.691,128.349,117.618
26333,140.087,129.317,117.927
26367,140.517,130.403,118.257
26400,140.952,131.541,118.584
26433,141.338,132.595,118.867
26467,141.609,133.386,119.058
26500,141.699,133.730,119.111
26533,141.560,133.480,118.992
26567,141.176,132.570,118.693
26600,140.567,131.038,118.232
26633,139.794,129.029,117.656
26667,138.947,126.774,117.034
26700,138.132,124.551,116.443
26733,137.449,122.633,115.956
26767,136.974,121.238,115.628
26800,136.748,120.490,115.485
26833,136.768,120.403,115.524
26867,136.995,120.888,115.710
26900,137.359,121.779,115.992
26933,137.784,122.878,116.310
26967,138.198,124.003,116.613
27000,138.554,125.024,116.864
27033,138.837,125.889,117.055
27067,139.062,126.623,117.199
27100,139.264,127.307,117.325
27133,139.491,128.044,117.470
27167,139.778,128.915,117.664
27200,140.140,129.944,117.920
27233,140.559,131.079,118.225
27267,140.989,132.189,118.546
27300,141.357,133.090,118.829
27333,141.586,133.585,119.013
27367,141.606,133.506,119.047
27400,141.377,132.765,118.898
27433,140.899,131.376,118.561
27467,140.211,129.465,118.064
27500,139.391,127.250,117.462
27533,138.542,125.005,116.830
27567,137.768,123.010,116.247
27600,137.161,121.494,115.781
27633,136.782,120.605,115.479
27667,136.653,120.381,115.362
27700,136.755,120.753,115.418
27733,137.041,121.577,115.616
27767,137.443,122.665,115.906
27800,137.895,123.839,116.241
27833,138.343,124.962,116.579
27867,138.757,125.967,116.896
27900,139.129,126.858,117.183
27933,139.474,127.693,117.446
27967,139.814,128.552,117.701
28000,140.168,129.498,117.958
28033,140.540,130.545,118.219
28067,140.910,131.637,118.472
28100,141.238,132.652,118.688
28133,141.469,133.422,118.831
28167,141.546,133.770,118.861
28200,141.424,133.554,118.751
28233,141.086,132.707,118.489
28267,140.547,131.261,118.090
28300,139.858,129.352,117.591
28333,139.099,127.199,117.049
28367,138.362,125.068,116.529
28400,137.736,123.220,116.092
28433,137.290,121.867,115.788
28467,137.062,121.128,115.638
28500,137.052,121.021,115.640
28533,137.224,121.461,115.767
28567,137.520,122.292,115.976
28600,137.874,123.330,116.221
28633,138.229,124.402,116.460
28667,138.548,125.391,116.672
28700,138.822,126.252,116.851
28733,139.069,127.011,117.015
28767,139.323,127.750,117.192
28800,139.624,128.563,117.411
28833,139.999,129.522,117.692
28867,140.448,130.639,118.036
28900,140.944,131.848,118.418
28933,141.428,133.010,118.794
28967,141.822,133.933,119.104
29000,142.044,134.416,119.285
29033,142.029,134.297,119.287
29067,141.743,133.491,119.083
29100,141.195,132.025,118.680
29133,140.438,130.036,118.119
29167,139.562,127.755,117.465
29200,138.677,125.465,116.804
29233,137.897,123.451,116.219
29267,137.314,121.947,115.783
29300,136.985,121.095,115.538
29333,136.925,120.926,115.497
29367,137.106,121.362,115.639
29400,137.465,122.244,115.918
29433,137.926,123.375,116.275
29467,138.410,124.564,116.651
29500,138.859,125.670,116.998
29533,139.239,126.624,117.290
29567,139.548,127.434,117.523
29600,139.808,128.166,117.711
29633,140.052,128.909,117.879
29667,140.310,129.740,118.050
29700,140.599,130.684,118.238
29733,140.908,131.695,118.440
29767,141.202,132.657,118.632
29800,141.428,133.401,118.779
29833,141.523,133.747,118.838
29867,141.436,133.545,118.773
29900,141.137,132.718,118.561
29933,140.630,131.284,118.204
29967,139.954,129.367,117.727
