order_id,orderline_id,sku,quantity,picking_unit,unit_of_measure,order_date,picking_date,picking_time,ship_date,ship_time,customer_id,shipping_method
SO-200037,SO-200037-01,EL-1008,44,piece,PK,2025-01-02,2025-01-02,08:38:28,2025-01-02,20:24:44,C-13770,CEP
SO-200038,SO-200038-01,HK-1039,4,piece,SET,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200038,SO-200038-02,PS-1117,4,piece,PK,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200038,SO-200038-03,HK-1024,5,piece,SET,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200038,SO-200038-04,CA-1098,4,piece,EA,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200038,SO-200038-05,SP-1088,40,box,EA,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200038,SO-200038-06,HB-1066,2,piece,EA,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200038,SO-200038-07,SP-1086,17,piece,SET,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200038,SO-200038-08,CA-1099,24,box,SET,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200038,SO-200038-09,CA-1095,5,piece,EA,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200038,SO-200038-10,OF-1050,49,box,EA,2025-01-02,2025-01-03,20:23:03,2025-01-03,14:14:33,C-17940,Freight
SO-200039,SO-200039-01,CA-1101,4,piece,EA,2025-01-02,2025-01-02,17:36:48,2025-01-03,17:34:17,C-16135,Freight
SO-200040,SO-200040-01,AU-1128,28,piece,PK,2025-01-02,2025-01-02,11:28:18,2025-01-02,09:41:12,C-18278,Freight
SO-200040,SO-200040-02,HK-1024,5,piece,SET,2025-01-02,2025-01-02,11:28:18,2025-01-02,09:41:12,C-18278,Freight
SO-200041,SO-200041-01,EL-1010,5,piece,EA,2025-01-02,2025-01-02,06:13:21,2025-01-02,07:19:13,C-15788,Freight
SO-200041,SO-200041-02,AU-1128,2,piece,PK,2025-01-02,2025-01-02,06:13:21,2025-01-02,07:19:13,C-15788,Freight
SO-200041,SO-200041-03,HB-1063,5,piece,PK,2025-01-02,2025-01-02,06:13:21,2025-01-02,07:19:13,C-15788,Freight
SO-200041,SO-200041-04,OF-1053,2,piece,EA,2025-01-02,2025-01-02,06:13:21,2025-01-02,07:19:13,C-15788,Freight
SO-200041,SO-200041-05,CA-1101,1,piece,EA,2025-01-02,2025-01-02,06:13:21,2025-01-02,07:19:13,C-15788,Freight
SO-200041,SO-200041-06,HK-1028,2,piece,PK,2025-01-02,2025-01-02,06:13:21,2025-01-02,07:19:13,C-15788,Freight
SO-200042,SO-200042-01,SP-1082,1,piece,EA,2025-01-02,2025-01-02,20:00:56,2025-01-02,12:33:37,C-10946,CEP
SO-200042,SO-200042-02,HK-1024,3,piece,SET,2025-01-02,2025-01-02,20:00:56,2025-01-02,12:33:37,C-10946,CEP
SO-200043,SO-200043-01,EL-1008,5,piece,PK,2025-01-02,2025-01-02,13:37:03,2025-01-02,09:41:01,C-14388,CEP
SO-200043,SO-200043-02,HK-1032,4,piece,EA,2025-01-02,2025-01-02,13:37:03,2025-01-02,09:41:01,C-14388,CEP
SO-200044,SO-200044-01,EL-1008,2,piece,PK,2025-01-02,2025-01-02,13:13:18,2025-01-03,13:28:32,C-14966,Express
SO-200044,SO-200044-02,AU-1128,5,piece,PK,2025-01-02,2025-01-02,13:13:18,2025-01-03,13:28:32,C-14966,Express
SO-200045,SO-200045-01,AU-1131,5,piece,EA,2025-01-02,2025-01-02,11:31:09,2025-01-03,11:51:20,C-15633,CEP
SO-200045,SO-200045-02,HK-1028,1,piece,PK,2025-01-02,2025-01-02,11:31:09,2025-01-03,11:51:20,C-15633,CEP
SO-200045,SO-200045-03,SP-1089,4,piece,EA,2025-01-02,2025-01-02,11:31:09,2025-01-03,11:51:20,C-15633,CEP
SO-200045,SO-200045-04,CA-1094,2,piece,EA,2025-01-02,2025-01-02,11:31:09,2025-01-03,11:51:20,C-15633,CEP
SO-200046,SO-200046-01,TG-1115,3,piece,PK,2025-01-02,2025-01-02,13:18:31,2025-01-02,10:51:31,C-10461,CEP
SO-200047,SO-200047-01,CA-1104,3,piece,EA,2025-01-02,2025-01-02,10:16:14,2025-01-02,11:38:29,C-17680,Freight
SO-200047,SO-200047-02,HB-1070,31,piece,EA,2025-01-02,2025-01-02,10:16:14,2025-01-02,11:38:29,C-17680,Freight
SO-200048,SO-200048-01,OF-1045,4,piece,EA,2025-01-02,2025-01-03,06:03:38,2025-01-03,06:09:00,C-13978,CEP
SO-200049,SO-200049-01,HK-1039,3,piece,SET,2025-01-02,2025-01-02,18:27:04,2025-01-02,07:16:32,C-14826,CEP
SO-200050,SO-200050-01,HK-1039,49,box,SET,2025-01-02,2025-01-03,16:10:54,2025-01-04,14:19:50,C-13101,Freight
SO-200050,SO-200050-02,SP-1079,4,piece,EA,2025-01-02,2025-01-03,16:10:54,2025-01-04,14:19:50,C-13101,Freight
SO-200051,SO-200051-01,OF-1050,50,piece,EA,2025-01-02,2025-01-02,19:40:21,2025-01-03,10:10:37,C-11716,CEP
SO-200052,SO-200052-01,BM-1139,2,piece,PK,2025-01-02,2025-01-02,21:07:49,2025-01-02,10:06:11,C-17581,CEP
SO-200052,SO-200052-02,CA-1104,38,piece,EA,2025-01-02,2025-01-02,21:07:49,2025-01-02,10:06:11,C-17581,CEP
SO-200052,SO-200052-03,EL-1010,2,piece,EA,2025-01-02,2025-01-02,21:07:49,2025-01-02,10:06:11,C-17581,CEP
SO-200052,SO-200052-04,HK-1028,4,piece,PK,2025-01-02,2025-01-02,21:07:49,2025-01-02,10:06:11,C-17581,CEP
SO-200053,SO-200053-01,TG-1112,2,piece,EA,2025-01-02,2025-01-03,06:30:23,2025-01-03,16:57:50,C-17599,CEP
SO-200053,SO-200053-02,EL-1011,3,piece,EA,2025-01-02,2025-01-03,06:30:23,2025-01-03,16:57:50,C-17599,CEP
SO-200054,SO-200054-01,OF-1043,2,piece,EA,2025-01-02,2025-01-02,18:54:55,2025-01-03,20:15:48,C-16529,Freight
SO-200054,SO-200054-02,HK-1027,1,piece,SET,2025-01-02,2025-01-02,18:54:55,2025-01-03,20:15:48,C-16529,Freight
SO-200055,SO-200055-01,EL-1008,3,piece,PK,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-02,HK-1036,1,piece,SET,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-03,HB-1068,3,piece,EA,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-04,TG-1112,2,piece,EA,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-05,EL-1011,5,piece,EA,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-06,HB-1075,3,piece,EA,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-07,EL-1018,43,piece,PK,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-08,BM-1138,3,piece,EA,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-09,CA-1094,37,piece,EA,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-10,OF-1049,15,box,PK,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-11,CA-1101,5,piece,EA,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200055,SO-200055-12,CA-1104,2,piece,EA,2025-01-02,2025-01-02,13:12:14,2025-01-03,07:23:37,C-16748,CEP
SO-200056,SO-200056-01,CA-1098,4,piece,EA,2025-01-02,2025-01-03,10:56:03,2025-01-04,15:43:14,C-15130,Express
SO-200057,SO-200057-01,SP-1088,2,piece,EA,2025-01-02,2025-01-03,20:43:40,2025-01-03,13:30:36,C-13522,Express
SO-200057,SO-200057-02,OF-1050,2,piece,EA,2025-01-02,2025-01-03,20:43:40,2025-01-03,13:30:36,C-13522,Express
SO-200057,SO-200057-03,SP-1082,5,piece,EA,2025-01-02,2025-01-03,20:43:40,2025-01-03,13:30:36,C-13522,Express
SO-200057,SO-200057-04,HK-1027,9,piece,SET,2025-01-02,2025-01-03,20:43:40,2025-01-03,13:30:36,C-13522,Express
SO-200057,SO-200057-05,EL-1016,5,piece,SET,2025-01-02,2025-01-03,20:43:40,2025-01-03,13:30:36,C-13522,Express
SO-200057,SO-200057-06,CA-1101,3,piece,EA,2025-01-02,2025-01-03,20:43:40,2025-01-03,13:30:36,C-13522,Express
SO-200058,SO-200058-01,HB-1071,2,piece,PK,2025-01-02,2025-01-02,12:09:09,2025-01-03,19:25:30,C-12036,CEP
SO-200058,SO-200058-02,HK-1023,3,piece,PK,2025-01-02,2025-01-02,12:09:09,2025-01-03,19:25:30,C-12036,CEP
SO-200059,SO-200059-01,HK-1029,5,piece,SET,2025-01-03,2025-01-03,09:33:41,2025-01-03,11:19:29,C-15825,CEP
SO-200059,SO-200059-02,SP-1088,2,piece,EA,2025-01-03,2025-01-03,09:33:41,2025-01-03,11:19:29,C-15825,CEP
SO-200060,SO-200060-01,AU-1131,39,box,EA,2025-01-03,2025-01-04,08:06:11,2025-01-04,17:37:10,C-15220,CEP
SO-200061,SO-200061-01,TG-1112,50,box,EA,2025-01-03,2025-01-03,19:53:27,2025-01-03,07:57:25,C-15095,CEP
SO-200061,SO-200061-02,CA-1099,4,piece,SET,2025-01-03,2025-01-03,19:53:27,2025-01-03,07:57:25,C-15095,CEP
SO-200061,SO-200061-03,AU-1128,5,piece,PK,2025-01-03,2025-01-03,19:53:27,2025-01-03,07:57:25,C-15095,CEP
SO-200061,SO-200061-04,AU-1131,3,piece,EA,2025-01-03,2025-01-03,19:53:27,2025-01-03,07:57:25,C-15095,CEP
SO-200061,SO-200061-05,AU-1135,1,piece,EA,2025-01-03,2025-01-03,19:53:27,2025-01-03,07:57:25,C-15095,CEP
SO-200062,SO-200062-01,HK-1039,4,piece,SET,2025-01-03,2025-01-03,16:34:21,2025-01-04,06:19:35,C-19932,Express
SO-200063,SO-200063-01,EL-1010,1,piece,EA,2025-01-03,2025-01-04,12:38:18,2025-01-04,17:12:00,C-12174,Express
SO-200064,SO-200064-01,CA-1098,5,piece,EA,2025-01-03,2025-01-03,08:00:29,2025-01-03,15:13:36,C-15236,Freight
SO-200064,SO-200064-02,HK-1036,1,piece,SET,2025-01-03,2025-01-03,08:00:29,2025-01-03,15:13:36,C-15236,Freight
SO-200064,SO-200064-03,AU-1128,5,piece,PK,2025-01-03,2025-01-03,08:00:29,2025-01-03,15:13:36,C-15236,Freight
SO-200064,SO-200064-04,EL-1010,50,piece,EA,2025-01-03,2025-01-03,08:00:29,2025-01-03,15:13:36,C-15236,Freight
SO-200064,SO-200064-05,AU-1135,2,piece,EA,2025-01-03,2025-01-03,08:00:29,2025-01-03,15:13:36,C-15236,Freight
SO-200064,SO-200064-06,SP-1086,4,piece,SET,2025-01-03,2025-01-03,08:00:29,2025-01-03,15:13:36,C-15236,Freight
SO-200064,SO-200064-07,SP-1089,5,piece,EA,2025-01-03,2025-01-03,08:00:29,2025-01-03,15:13:36,C-15236,Freight
SO-200064,SO-200064-08,AU-1131,3,piece,EA,2025-01-03,2025-01-03,08:00:29,2025-01-03,15:13:36,C-15236,Freight
SO-200065,SO-200065-01,AU-1131,37,box,EA,2025-01-03,2025-01-03,12:43:11,2025-01-03,17:50:35,C-18268,Freight
SO-200065,SO-200065-02,CA-1104,2,piece,EA,2025-01-03,2025-01-03,12:43:11,2025-01-03,17:50:35,C-18268,Freight
SO-200065,SO-200065-03,AU-1128,4,piece,PK,2025-01-03,2025-01-03,12:43:11,2025-01-03,17:50:35,C-18268,Freight
SO-200065,SO-200065-04,EL-1020,2,piece,EA,2025-01-03,2025-01-03,12:43:11,2025-01-03,17:50:35,C-18268,Freight
SO-200066,SO-200066-01,SP-1088,4,piece,EA,2025-01-03,2025-01-03,19:16:27,2025-01-03,19:31:37,C-12121,Freight
SO-200066,SO-200066-02,HK-1024,15,box,SET,2025-01-03,2025-01-03,19:16:27,2025-01-03,19:31:37,C-12121,Freight
SO-200066,SO-200066-03,HK-1030,2,piece,EA,2025-01-03,2025-01-03,19:16:27,2025-01-03,19:31:37,C-12121,Freight
SO-200066,SO-200066-04,EL-1010,5,piece,EA,2025-01-03,2025-01-03,19:16:27,2025-01-03,19:31:37,C-12121,Freight
SO-200066,SO-200066-05,EL-1020,5,piece,EA,2025-01-03,2025-01-03,19:16:27,2025-01-03,19:31:37,C-12121,Freight
SO-200066,SO-200066-06,AU-1128,3,piece,PK,2025-01-03,2025-01-03,19:16:27,2025-01-03,19:31:37,C-12121,Freight
SO-200066,SO-200066-07,EL-1008,5,piece,PK,2025-01-03,2025-01-03,19:16:27,2025-01-03,19:31:37,C-12121,Freight
SO-200067,SO-200067-01,SP-1088,3,piece,EA,2025-01-03,2025-01-03,18:50:50,2025-01-03,09:05:54,C-10372,Freight
SO-200067,SO-200067-02,OF-1043,3,piece,EA,2025-01-03,2025-01-03,18:50:50,2025-01-03,09:05:54,C-10372,Freight
SO-200067,SO-200067-03,HK-1027,4,piece,SET,2025-01-03,2025-01-03,18:50:50,2025-01-03,09:05:54,C-10372,Freight
SO-200067,SO-200067-04,EL-1003,13,box,EA,2025-01-03,2025-01-03,18:50:50,2025-01-03,09:05:54,C-10372,Freight
SO-200067,SO-200067-05,SP-1084,1,piece,EA,2025-01-03,2025-01-03,18:50:50,2025-01-03,09:05:54,C-10372,Freight
SO-200067,SO-200067-06,CA-1094,5,piece,EA,2025-01-03,2025-01-03,18:50:50,2025-01-03,09:05:54,C-10372,Freight
SO-200067,SO-200067-07,SP-1086,16,box,SET,2025-01-03,2025-01-03,18:50:50,2025-01-03,09:05:54,C-10372,Freight
SO-200067,SO-200067-08,OF-1052,3,piece,EA,2025-01-03,2025-01-03,18:50:50,2025-01-03,09:05:54,C-10372,Freight
SO-200068,SO-200068-01,HK-1028,3,piece,PK,2025-01-03,2025-01-03,12:42:12,2025-01-04,13:37:30,C-18001,CEP
SO-200069,SO-200069-01,SP-1086,1,piece,SET,2025-01-03,2025-01-03,20:38:04,2025-01-03,17:38:05,C-14619,Freight
SO-200069,SO-200069-02,CA-1104,1,piece,EA,2025-01-03,2025-01-03,20:38:04,2025-01-03,17:38:05,C-14619,Freight
SO-200070,SO-200070-01,SP-1082,2,piece,EA,2025-01-03,2025-01-03,06:36:43,2025-01-03,16:14:50,C-10035,CEP
SO-200070,SO-200070-02,AU-1131,30,box,EA,2025-01-03,2025-01-03,06:36:43,2025-01-03,16:14:50,C-10035,CEP
SO-200071,SO-200071-01,CA-1099,4,piece,SET,2025-01-03,2025-01-03,15:10:43,2025-01-04,12:41:43,C-18106,CEP
