receipt_id,sku,quantity,unit_of_measure,receipt_date,receipt_time,supplier
GR-70024,SP-1082,196,EA,2025-01-02,07:42:24,Iberia Distribuciones
GR-70025,PS-1116,96,EA,2025-01-06,12:28:52,Pacific Trade Ltd
GR-70025,HK-1037,84,EA,2025-01-06,12:28:52,Pacific Trade Ltd
GR-70025,OF-1049,288,PK,2025-01-06,12:28:52,Pacific Trade Ltd
GR-70025,OF-1054,459,EA,2025-01-06,12:28:52,Pacific Trade Ltd
GR-70025,HB-1066,140,EA,2025-01-06,12:28:52,Pacific Trade Ltd
GR-70025,HB-1062,58,EA,2025-01-06,12:28:52,Pacific Trade Ltd
GR-70025,BM-1143,452,EA,2025-01-06,12:28:52,Pacific Trade Ltd
GR-70025,HK-1023,47,PK,2025-01-06,12:28:52,Pacific Trade Ltd
GR-70025,SP-1082,134,EA,2025-01-06,12:28:52,Pacific Trade Ltd
GR-70026,OF-1043,371,EA,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,HK-1025,31,EA,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,HB-1070,125,EA,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,HB-1069,449,EA,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,EL-1011,55,EA,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,EL-1014,420,SET,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,HK-1023,332,PK,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,CA-1104,169,EA,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,CA-1104,186,EA,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,OF-1045,155,EA,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,HK-1039,284,SET,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70026,PS-1118,330,EA,2025-01-28,18:43:52,Rhine Valley Logistik
GR-70027,HK-1031,310,SET,2025-01-09,17:27:34,Alpine Components AG
GR-70027,PS-1119,320,EA,2025-01-09,17:27:34,Alpine Components AG
GR-70027,BM-1139,331,PK,2025-01-09,17:27:34,Alpine Components AG
GR-70027,HB-1070,304,EA,2025-01-09,17:27:34,Alpine Components AG
GR-70027,HB-1067,371,EA,2025-01-09,17:27:34,Alpine Components AG
GR-70027,EL-1012,430,EA,2025-01-09,17:27:34,Alpine Components AG
GR-70027,TG-1109,241,PK,2025-01-09,17:27:34,Alpine Components AG
GR-70027,HB-1066,324,EA,2025-01-09,17:27:34,Alpine Components AG
GR-70027,EL-1007,54,SET,2025-01-09,17:27:34,Alpine Components AG
GR-70027,HK-1030,437,EA,2025-01-09,17:27:34,Alpine Components AG
GR-70027,CA-1100,482,EA,2025-01-09,17:27:34,Alpine Components AG
GR-70027,TG-1108,105,EA,2025-01-09,17:27:34,Alpine Components AG
GR-70028,PS-1119,193,EA,2025-01-06,15:45:23,Nordic Supply AB
GR-70028,CA-1094,60,EA,2025-01-06,15:45:23,Nordic Supply AB
GR-70028,OF-1051,270,PK,2025-01-06,15:45:23,Nordic Supply AB
GR-70028,HK-1025,483,EA,2025-01-06,15:45:23,Nordic Supply AB
GR-70028,OF-1047,362,EA,2025-01-06,15:45:23,Nordic Supply AB
GR-70028,BM-1140,146,EA,2025-01-06,15:45:23,Nordic Supply AB
GR-70028,AU-1135,425,EA,2025-01-06,15:45:23,Nordic Supply AB
GR-70028,TG-1109,250,PK,2025-01-06,15:45:23,Nordic Supply AB
GR-70028,HK-1021,59,EA,2025-01-06,15:45:23,Nordic Supply AB
GR-70028,HK-1023,347,PK,2025-01-06,15:45:23,Nordic Supply AB
GR-70029,TG-1113,101,EA,2025-01-05,20:07:01,Atlas Wholesale Inc
GR-70029,EL-1008,64,PK,2025-01-05,20:07:01,Atlas Wholesale Inc
GR-70029,HK-1021,177,EA,2025-01-05,20:07:01,Atlas Wholesale Inc
GR-70029,AU-1133,266,EA,2025-01-05,20:07:01,Atlas Wholesale Inc
GR-70029,OF-1049,147,PK,2025-01-05,20:07:01,Atlas Wholesale Inc
GR-70029,HK-1034,260,EA,2025-01-05,20:07:01,Atlas Wholesale Inc
GR-70030,OF-1053,175,EA,2025-01-02,18:03:48,Baltic Imports Oy
GR-70030,EL-1003,43,EA,2025-01-02,18:03:48,Baltic Imports Oy
GR-70031,CA-1095,461,EA,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,BM-1140,31,EA,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,HB-1073,14,EA,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,OF-1052,25,EA,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,TG-1114,28,EA,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,CA-1097,138,PK,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,EL-1004,402,EA,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,CA-1098,79,EA,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,HK-1028,299,PK,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,TG-1107,268,EA,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,AU-1126,79,PK,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70031,OF-1046,462,EA,2025-01-21,09:44:55,Rhine Valley Logistik
GR-70032,CA-1101,403,EA,2025-01-27,07:14:57,Pacific Trade Ltd
GR-70032,AU-1128,76,PK,2025-01-27,07:14:57,Pacific Trade Ltd
GR-70032,HK-1022,160,EA,2025-01-27,07:14:57,Pacific Trade Ltd
GR-70032,PS-1117,17,PK,2025-01-27,07:14:57,Pacific Trade Ltd
GR-70032,HK-1027,81,SET,2025-01-27,07:14:57,Pacific Trade Ltd
GR-70032,SP-1076,375,EA,2025-01-27,07:14:57,Pacific Trade Ltd
GR-70032,EL-1015,70,EA,2025-01-27,07:14:57,Pacific Trade Ltd
GR-70032,SP-1080,123,PK,2025-01-27,07:14:57,Pacific Trade Ltd
GR-70032,HK-1036,276,SET,2025-01-27,07:14:57,Pacific Trade Ltd
GR-70033,HK-1031,347,SET,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,AU-1128,355,PK,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,PS-1119,175,EA,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,SP-1077,395,PK,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,TG-1109,382,PK,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,TG-1112,21,EA,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,HB-1063,308,PK,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,HK-1039,474,SET,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,AU-1127,23,EA,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,AU-1133,195,EA,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,OF-1042,337,EA,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70033,EL-1008,234,PK,2025-01-14,13:57:57,Rhine Valley Logistik
GR-70034,SP-1090,290,EA,2025-01-19,18:27:55,Pacific Trade Ltd
GR-70034,AU-1131,275,EA,2025-01-19,18:27:55,Pacific Trade Ltd
GR-70034,HB-1068,126,EA,2025-01-19,18:27:55,Pacific Trade Ltd
GR-70034,OF-1058,337,EA,2025-01-19,18:27:55,Pacific Trade Ltd
GR-70034,SP-1079,464,EA,2025-01-19,18:27:55,Pacific Trade Ltd
GR-70035,AU-1128,203,PK,2025-01-12,11:31:49,Iberia Distribuciones
GR-70035,CA-1092,288,PK,2025-01-12,11:31:49,Iberia Distribuciones
GR-70035,CA-1099,176,SET,2025-01-12,11:31:49,Iberia Distribuciones
GR-70035,OF-1053,104,EA,2025-01-12,11:31:49,Iberia Distribuciones
GR-70035,HK-1028,55,PK,2025-01-12,11:31:49,Iberia Distribuciones
GR-70035,HK-1029,182,SET,2025-01-12,11:31:49,Iberia Distribuciones
GR-70035,CA-1101,278,EA,2025-01-12,11:31:49,Iberia Distribuciones
GR-70035,PS-1118,235,EA,2025-01-12,11:31:49,Iberia Distribuciones
GR-70035,HB-1069,381,EA,2025-01-12,11:31:49,Iberia Distribuciones
GR-70035,SP-1079,458,EA,2025-01-12,11:31:49,Iberia Distribuciones
GR-70036,BM-1145,29,EA,2025-01-25,10:03:40,MediterraneanGoods SL
GR-70036,EL-1003,213,EA,2025-01-25,10:03:40,MediterraneanGoods SL
GR-70036,HB-1070,285,EA,2025-01-25,10:03:40,MediterraneanGoods SL
GR-70036,CA-1104,426,EA,2025-01-25,10:03:40,MediterraneanGoods SL
GR-70036,OF-1051,270,PK,2025-01-25,10:03:40,MediterraneanGoods SL
GR-70036,EL-1006,152,EA,2025-01-25,10:03:40,MediterraneanGoods SL
GR-70036,BM-1140,55,EA,2025-01-25,10:03:40,MediterraneanGoods SL
GR-70036,EL-1001,109,PK,2025-01-25,10:03:40,MediterraneanGoods SL
GR-70037,HK-1040,353,SET,2025-01-25,12:55:28,Rhine Valley Logistik
GR-70037,CA-1091,158,EA,2025-01-25,12:55:28,Rhine Valley Logistik
GR-70037,PS-1121,474,PK,2025-01-25,12:55:28,Rhine Valley Logistik
GR-70037,CA-1094,216,EA,2025-01-25,12:55:28,Rhine Valley Logistik
GR-70037,AU-1134,11,SET,2025-01-25,12:55:28,Rhine Valley Logistik
GR-70037,EL-1018,88,PK,2025-01-25,12:55:28,Rhine Valley Logistik
GR-70037,EL-1009,16,EA,2025-01-25,12:55:28,Rhine Valley Logistik
GR-70037,BM-1141,335,EA,2025-01-25,12:55:28,Rhine Valley Logistik
GR-70038,HK-1032,227,EA,2025-01-13,10:04:51,Nordic Supply AB
GR-70038,SP-1085,17,SET,2025-01-13,10:04:51,Nordic Supply AB
GR-70039,SP-1079,328,EA,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,HK-1025,362,EA,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,PS-1124,38,EA,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,HK-1026,449,EA,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,PS-1116,388,EA,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,OF-1041,80,EA,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,HK-1027,268,SET,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,OF-1044,143,SET,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,HK-1023,243,PK,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,HK-1025,187,EA,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,BM-1140,135,EA,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70039,HK-1025,427,EA,2025-01-11,07:32:58,Pacific Trade Ltd
GR-70040,HB-1061,184,EA,2025-01-29,09:09:02,Alpine Components AG
GR-70040,OF-1045,295,EA,2025-01-29,09:09:02,Alpine Components AG
GR-70041,EL-1002,22,SET,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,OF-1055,318,PK,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,BM-1145,61,EA,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,SP-1079,167,EA,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,OF-1057,404,EA,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,AU-1133,183,EA,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,HK-1037,56,EA,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,HB-1071,149,PK,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,AU-1133,358,EA,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,HK-1029,210,SET,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,OF-1041,35,EA,2025-01-04,16:45:36,Baltic Imports Oy
GR-70041,EL-1018,209,PK,2025-01-04,16:45:36,Baltic Imports Oy
GR-70042,BM-1143,82,EA,2025-01-06,14:55:47,MediterraneanGoods SL
GR-70042,HB-1061,338,EA,2025-01-06,14:55:47,MediterraneanGoods SL
GR-70042,HB-1070,345,EA,2025-01-06,14:55:47,MediterraneanGoods SL
GR-70042,PS-1120,203,EA,2025-01-06,14:55:47,MediterraneanGoods SL
GR-70042,HB-1075,185,EA,2025-01-06,14:55:47,MediterraneanGoods SL
GR-70042,EL-1007,365,SET,2025-01-06,14:55:47,MediterraneanGoods SL
GR-70043,BM-1142,330,EA,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,CA-1095,225,EA,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,EL-1015,334,EA,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,CA-1096,486,EA,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,SP-1079,79,EA,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,PS-1119,109,EA,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,AU-1135,12,EA,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,OF-1044,466,SET,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,OF-1044,487,SET,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,SP-1080,323,PK,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,CA-1098,196,EA,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70043,EL-1004,139,EA,2025-01-04,19:24:02,Rhine Valley Logistik
GR-70044,OF-1048,147,EA,2025-01-23,19:36:37,Iberia Distribuciones
GR-70044,OF-1043,51,EA,2025-01-23,19:36:37,Iberia Distribuciones
GR-70044,EL-1003,332,EA,2025-01-23,19:36:37,Iberia Distribuciones
GR-70044,EL-1003,430,EA,2025-01-23,19:36:37,Iberia Distribuciones
GR-70044,HB-1064,345,PK,2025-01-23,19:36:37,Iberia Distribuciones
GR-70044,HK-1029,29,SET,2025-01-23,19:36:37,Iberia Distribuciones
GR-70045,HK-1037,24,EA,2025-01-05,12:01:51,Iberia Distribuciones
GR-70045,PS-1118,171,EA,2025-01-05,12:01:51,Iberia Distribuciones
GR-70045,CA-1094,276,EA,2025-01-05,12:01:51,Iberia Distribuciones
GR-70045,HB-1066,478,EA,2025-01-05,12:01:51,Iberia Distribuciones
GR-70045,BM-1139,87,PK,2025-01-05,12:01:51,Iberia Distribuciones
GR-70046,EL-1016,88,SET,2025-01-11,11:08:01,Iberia Distribuciones
GR-70046,CA-1092,67,PK,2025-01-11,11:08:01,Iberia Distribuciones
GR-70046,AU-1133,480,EA,2025-01-11,11:08:01,Iberia Distribuciones
GR-70046,SP-1088,436,EA,2025-01-11,11:08:01,Iberia Distribuciones
GR-70046,PS-1125,201,PK,2025-01-11,11:08:01,Iberia Distribuciones
GR-70046,HK-1034,421,EA,2025-01-11,11:08:01,Iberia Distribuciones
GR-70046,HB-1074,34,SET,2025-01-11,11:08:01,Iberia Distribuciones
GR-70046,EL-1013,198,EA,2025-01-11,11:08:01,Iberia Distribuciones
GR-70046,TG-1112,71,EA,2025-01-11,11:08:01,Iberia Distribuciones
GR-70047,HB-1071,132,PK,2025-01-02,20:29:38,Shenzhen Tech Co.
GR-70047,EL-1007,306,SET,2025-01-02,20:29:38,Shenzhen Tech Co.
GR-70047,EL-1014,395,SET,2025-01-02,20:29:38,Shenzhen Tech Co.
GR-70047,EL-1017,308,EA,2025-01-02,20:29:38,Shenzhen Tech Co.
GR-70047,HB-1063,417,PK,2025-01-02,20:29:38,Shenzhen Tech Co.
GR-70047,EL-1001,272,PK,2025-01-02,20:29:38,Shenzhen Tech Co.
